hval energy mag mag2 mag4 var maxBondDim 
2.52 -677.925 -0.640208 0.41413 0.176285 1.59084e-05 32 
2.54 -681.355 0.622045 0.391698 0.158443 1.59839e-05 34 
2.56 -684.828 -0.600329 0.365748 0.139019 1.71958e-05 43 
2.58 -688.345 -0.54689 0.304626 0.0973157 7.7921e-05 71 
2.62 -695.531 -0.214692 0.0476234 0.00246692 0.000502104 92 
2.64 -699.21 -0.0283025 0.000838882 7.91726e-07 0.000126735 77 
2.68 -706.742 1.31574e-06 1.84567e-12 3.98309e-24 1.73802e-05 58 
