hval energy mag mag2 mag4 var maxBondDim 
3 -1278.99 6.8127e-11 2.38078e-20 2.38632e-39 7.67873e-05 131 
3.1 -1314.85 3.96132e-11 1.87688e-20 8.36454e-40 7.54693e-05 111 
3.2 -1351.32 -1.38446e-12 5.13409e-21 1.50973e-40 7.77498e-05 101 
