hval energy mag mag2 mag4 var maxBondDim 
2.52 -270.561 -0.414137 0.175439 0.0327663 0.000436361 58 
2.54 -271.962 -0.279381 0.0801268 0.0068986 0.000673513 60 
2.56 -273.383 -0.13417 0.0185601 0.000374294 0.000412582 59 
2.58 -274.824 -0.0480548 0.0023938 6.31261e-06 0.000169847 65 
2.62 -277.765 -0.000182935 3.52148e-08 1.41831e-15 6.08829e-06 51 
2.64 -279.266 -1.802e-05 3.45806e-10 1.40741e-19 6.3676e-06 50 
2.68 -282.321 -6.90419e-08 5.11433e-15 3.12447e-29 6.34578e-06 47 
