t=0 enPsi enPhi SvN(x,t=0) bondDim 
0 -400.111 7 -399.593 7 0.0265321 0.0267735 0.0267783 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267783 0.0267735 0.0265321 2 4 6 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 6 4 2 
tval enPhi SvN(x,t) bondDim 
0.1 -399.593 8 0.0265321 0.0267735 0.0267783 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267785 0.0267788 0.0270788 0.0868404 0.0868404 0.0270788 0.0267788 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267783 0.0267735 0.0265321 2 4 6 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 7 8 8 8 8 8 8 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 6 4 2 
0.2 -399.593 9 0.0265321 0.0267734 0.0267783 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267785 0.0267993 0.0299055 0.0736309 0.0736308 0.0299056 0.0267991 0.0267785 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267783 0.0267734 0.0265321 2 4 6 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 8 8 9 9 9 9 8 8 8 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 6 4 2 
0.3 -399.593 11 0.0265322 0.0267736 0.0267784 0.0267785 0.0267786 0.0267786 0.0267786 0.0267786 0.0267786 0.0267786 0.0267786 0.0267786 0.0267799 0.0269467 0.0322946 0.0600712 0.0600714 0.0322944 0.026947 0.0267799 0.0267786 0.0267786 0.0267786 0.0267786 0.0267786 0.0267786 0.0267786 0.0267786 0.0267785 0.0267784 0.0267736 0.0265322 2 4 6 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 7 8 8 9 10 11 10 10 8 8 8 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 6 4 2 
0.4 -399.593 12 0.0265321 0.0267734 0.0267783 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267785 0.0267886 0.0272346 0.0333528 0.0945896 0.0945896 0.0333528 0.0272345 0.0267886 0.0267785 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267783 0.0267734 0.0265321 2 4 6 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 8 8 9 9 11 12 12 12 10 9 9 8 8 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 6 4 2 
0.5 -399.593 13 0.0265322 0.0267735 0.0267784 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267792 0.0268137 0.0275066 0.0405055 0.0930499 0.0930497 0.0405055 0.0275069 0.0268137 0.0267792 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267784 0.0267736 0.0265322 2 4 6 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 8 8 9 11 11 13 13 13 12 11 10 8 8 7 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 6 4 2 
0.6 -399.593 15 0.0265321 0.0267735 0.0267784 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267812 0.0268449 0.0284178 0.0502462 0.0898931 0.0898936 0.0502464 0.028418 0.0268447 0.0267812 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267785 0.0267784 0.0267735 0.0265321 2 4 6 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 7 8 8 10 12 13 13 15 13 13 12 10 8 8 8 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 6 4 2 
0.7 -399.593 16 0.0265321 0.0267734 0.0267783 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267786 0.026784 0.0269383 0.0310593 0.0504703 0.095435 0.0954342 0.0504688 0.0310589 0.0269382 0.0267838 0.0267786 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267782 0.0267734 0.0265321 2 4 6 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 8 8 9 10 10 12 15 15 16 15 14 12 11 10 8 8 8 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 6 4 2 
0.8 -399.593 17 0.0265322 0.0267736 0.0267785 0.0267786 0.0267786 0.0267786 0.0267786 0.0267786 0.0267786 0.0267786 0.0267791 0.0267932 0.027336 0.0319705 0.0565004 0.109975 0.109975 0.0565017 0.0319727 0.0273358 0.0267932 0.026779 0.0267786 0.0267786 0.0267786 0.0267786 0.0267786 0.0267786 0.0267786 0.0267785 0.0267737 0.0265323 2 4 6 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 8 8 10 12 12 13 15 17 17 17 16 12 11 11 10 8 8 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 6 4 2 
0.9 -399.593 18 0.0265321 0.0267734 0.0267783 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267785 0.0267797 0.0268397 0.0275963 0.0335453 0.0800318 0.0980321 0.0980325 0.0800306 0.0335447 0.0275957 0.0268395 0.0267796 0.0267785 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267783 0.0267733 0.026532 2 4 6 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 8 8 9 11 12 13 14 17 18 18 18 16 14 13 12 10 8 8 7 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 6 4 2 
1 -399.593 18 0.0265321 0.0267735 0.0267783 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267785 0.0267845 0.0268852 0.027858 0.043779 0.0645803 0.103284 0.103283 0.0645781 0.0437805 0.0278577 0.0268845 0.0267845 0.0267785 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267784 0.0267783 0.0267735 0.0265322 2 4 6 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 8 8 8 9 11 12 14 16 17 18 18 18 17 16 14 12 10 9 8 8 8 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 6 4 2 
