t=0 enPsi enPhi SvN(x,t=0) bondDim 
0 -803.196 24 -802.481 24 0.0553102 0.055953 0.0559725 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559725 0.055953 0.0553102 2 4 8 15 19 22 22 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 22 22 19 15 8 4 2 
tval enPhi SvN(x,t) bondDim 
0.1 -802.481 27 0.0553102 0.0559529 0.0559724 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559736 0.0562704 0.116225 0.116225 0.0562705 0.0559736 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559724 0.0559529 0.0553102 2 4 8 15 19 22 22 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 25 24 23 25 26 25 24 27 26 25 24 24 25 24 23 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 22 22 19 15 8 4 2 
0.2 -802.481 32 0.0553102 0.0559529 0.0559724 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559733 0.0559938 0.059165 0.112327 0.112327 0.0591649 0.0559937 0.0559733 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559724 0.0559529 0.0553102 2 4 8 15 19 22 22 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 25 27 27 24 30 31 31 30 31 32 32 31 29 30 28 25 23 25 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 22 22 19 15 8 4 2 
0.3 -802.481 37 0.0553103 0.0559532 0.0559726 0.0559734 0.0559735 0.0559735 0.0559735 0.0559735 0.0559735 0.0559735 0.0559735 0.0559735 0.0559748 0.0561548 0.0630534 0.104169 0.104168 0.0630533 0.0561549 0.0559748 0.0559735 0.0559735 0.0559735 0.0559735 0.0559735 0.0559735 0.0559735 0.0559735 0.0559734 0.0559726 0.0559531 0.0553103 2 4 8 15 19 22 22 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 24 25 24 23 28 30 29 29 33 34 35 34 37 37 36 34 34 34 33 30 26 26 25 23 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 22 22 19 15 8 4 2 
0.4 -802.481 43 0.0553102 0.0559529 0.0559724 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559733 0.0559852 0.0566221 0.0661381 0.125329 0.125329 0.0661382 0.0566221 0.0559852 0.0559733 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559732 0.0559724 0.0559529 0.0553102 2 4 8 15 20 22 22 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 24 26 26 24 31 33 33 33 36 38 40 39 43 43 42 39 37 36 35 33 30 30 28 23 24 25 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 22 22 19 15 8 4 2 
0.5 -802.481 51 0.0553103 0.055953 0.0559725 0.0559734 0.0559734 0.0559734 0.0559734 0.0559734 0.0559734 0.0559734 0.0559734 0.0559743 0.0560305 0.0572856 0.0700366 0.138169 0.138169 0.0700362 0.057286 0.0560306 0.0559743 0.0559734 0.0559734 0.0559734 0.0559734 0.0559734 0.0559734 0.0559734 0.0559734 0.0559725 0.055953 0.0553103 2 4 8 15 20 22 22 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 26 27 28 26 31 34 35 35 39 44 46 45 50 51 49 45 44 42 39 36 34 33 31 26 25 25 24 23 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 22 22 20 15 8 4 2 
0.6 -802.481 58 0.0553104 0.0559531 0.0559726 0.0559734 0.0559734 0.0559734 0.0559734 0.0559734 0.0559734 0.0559734 0.0559735 0.0559785 0.0561197 0.0578142 0.0822431 0.143892 0.143892 0.0822433 0.0578146 0.0561195 0.0559785 0.0559735 0.0559734 0.0559734 0.0559734 0.0559734 0.0559734 0.0559734 0.0559733 0.0559726 0.0559531 0.0553103 2 4 8 15 20 22 22 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 25 23 28 30 30 31 34 36 38 38 46 50 52 53 58 58 56 53 52 48 44 37 36 36 33 30 28 27 27 23 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 22 22 19 15 8 4 2 
0.7 -802.481 64 0.0553101 0.0559527 0.0559722 0.055973 0.055973 0.055973 0.055973 0.055973 0.055973 0.055973 0.0559735 0.0559885 0.0561848 0.0602951 0.0956728 0.139078 0.139078 0.095672 0.0602947 0.0561847 0.0559884 0.0559735 0.055973 0.055973 0.055973 0.055973 0.055973 0.055973 0.055973 0.0559723 0.0559528 0.0553101 2 4 8 15 20 22 22 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 25 26 26 24 29 32 33 33 35 40 42 42 51 55 58 60 62 64 63 60 58 54 50 42 41 38 35 33 31 30 28 24 25 25 24 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 22 22 20 15 8 4 2 
0.8 -802.481 64 0.0553105 0.0559534 0.0559729 0.0559737 0.0559738 0.0559738 0.0559738 0.0559738 0.0559738 0.0559738 0.0559754 0.0559976 0.0564928 0.0658584 0.0945678 0.141326 0.141326 0.0945677 0.0658599 0.0564928 0.0559974 0.0559753 0.0559738 0.0559738 0.0559738 0.0559738 0.0559738 0.0559738 0.0559737 0.0559729 0.0559534 0.0553104 2 4 8 15 19 22 22 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 23 26 27 28 25 31 34 35 35 39 43 46 48 54 60 63 64 64 64 64 64 63 60 55 48 46 42 39 35 34 33 31 25 26 26 25 23 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 22 22 20 15 8 4 2 
0.9 -802.481 64 0.0553102 0.0559529 0.0559725 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559735 0.055976 0.0560282 0.0576965 0.0671004 0.10198 0.155264 0.155264 0.10198 0.0671009 0.0576962 0.0560282 0.0559759 0.0559735 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559733 0.0559724 0.0559528 0.0553101 2 4 8 15 20 22 22 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 24 23 27 29 29 29 32 36 38 39 44 47 53 55 60 64 64 64 64 64 64 64 64 64 61 55 52 48 43 38 37 35 33 29 28 28 26 23 24 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 22 22 19 15 8 4 2 
1 -802.481 64 0.0553102 0.0559529 0.0559722 0.0559729 0.055973 0.055973 0.055973 0.055973 0.055973 0.0559733 0.0559785 0.0562168 0.0584079 0.0681858 0.131512 0.152606 0.152605 0.13151 0.0681851 0.0584075 0.056217 0.0559784 0.0559733 0.055973 0.055973 0.055973 0.055973 0.055973 0.0559729 0.0559722 0.055953 0.0553103 2 4 8 15 20 22 22 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 24 25 26 23 28 31 32 33 35 38 41 41 48 53 57 59 64 64 64 64 64 64 64 64 64 64 64 60 57 53 48 41 41 37 36 32 31 31 28 24 25 25 24 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 23 24 23 22 22 22 19 15 8 4 2 
