t=0 enPsi MaxDimPsi enPhi MaxDimPhi Sz(x,y)Sz(N/2+1,0) 
0 -13.8422 55 -12.7223 52 7.57127 0 7.52326 0 7.58043 0 7.51328 0 7.58886 0 7.50318 0 7.5986 0 7.49051 0 7.61182 0 7.47203 0 7.63238 0 7.44004 0 7.67195 0 7.36296 0 7.77939 0 6.95751 0 8.54248 0 6.95751 0 7.77939 0 7.36296 0 7.67195 0 7.44004 0 7.63238 0 7.47203 0 7.61182 0 7.49051 0 7.5986 0 7.50318 0 7.58886 0 7.51328 0 7.58043 0 7.52326 0 7.57127 0 
t enPhi MaxDimPhi Sz(x,y)Sz(Lx/2,0) 
0.01 -12.7223 47 7.28298 2.06939 7.23679 2.05627 7.29179 2.0719 7.2272 2.05355 7.29989 2.0742 7.21748 2.05078 7.30926 2.07686 7.2053 2.04732 7.32198 2.08048 7.18751 2.04227 7.34176 2.0861 7.15674 2.03353 7.37983 2.09689 7.08258 2.01252 7.48325 2.12599 6.69103 1.90728 8.22018 2.32405 6.69103 1.90728 7.48325 2.12599 7.08258 2.01252 7.37983 2.09689 7.15674 2.03353 7.34176 2.0861 7.18751 2.04227 7.32198 2.08048 7.2053 2.04732 7.30926 2.07686 7.21748 2.05078 7.29989 2.0742 7.2272 2.05355 7.29179 2.0719 7.23679 2.05627 7.28298 2.06939 
0.02 -12.7223 45 6.44005 3.98119 6.39921 3.95595 6.44784 3.98601 6.39073 3.9507 6.45501 3.99044 6.38213 3.94539 6.46329 3.99556 6.37136 3.93873 6.47454 4.00252 6.35563 3.92901 6.49203 4.01333 6.32842 3.91219 6.52571 4.0341 6.26278 3.87177 6.61739 4.09013 5.91198 3.6685 7.27764 4.47266 5.91198 3.6685 6.61739 4.09013 6.26278 3.87177 6.52571 4.0341 6.32842 3.91219 6.49203 4.01333 6.35563 3.92901 6.47454 4.00252 6.37136 3.93873 6.46329 3.99556 6.38213 3.94539 6.45501 3.99044 6.39073 3.9507 6.44784 3.98601 6.39921 3.95595 6.44005 3.98119 
0.03 -12.7223 45 5.10668 5.58981 5.0743 5.55436 5.11286 5.59657 5.06757 5.547 5.11854 5.60279 5.06075 5.53954 5.12511 5.60998 5.05221 5.53019 5.13403 5.61974 5.03974 5.51654 5.1479 5.63493 5.01816 5.49292 5.17463 5.6641 4.96601 5.43613 5.24772 5.74287 4.68002 5.14879 5.78604 6.28364 4.68002 5.14879 5.24772 5.74287 4.96601 5.43613 5.17463 5.6641 5.01816 5.49292 5.1479 5.63493 5.03974 5.51654 5.13403 5.61974 5.05221 5.53019 5.12511 5.60998 5.06075 5.53954 5.11854 5.60279 5.06757 5.547 5.11286 5.59657 5.0743 5.55436 5.10668 5.58981 
0.04 -12.7223 44 3.38441 6.77273 3.36295 6.72978 3.38851 6.78092 3.35849 6.72086 3.39227 6.78846 3.35398 6.71182 3.39663 6.79717 3.34832 6.70049 3.40254 6.809 3.34005 6.68395 3.41173 6.8274 3.32575 6.65533 3.42949 6.86276 3.29103 6.58646 3.47852 6.95839 3.08945 6.23477 3.85801 7.62032 3.08945 6.23477 3.47852 6.95839 3.29103 6.58646 3.42949 6.86276 3.32575 6.65533 3.41173 6.8274 3.34005 6.68395 3.40254 6.809 3.34832 6.70049 3.39663 6.79717 3.35398 6.71182 3.39227 6.78846 3.35849 6.72086 3.38851 6.78092 3.36295 6.72978 3.38441 6.77273 
0.05 -12.7223 44 1.40441 7.43988 1.3955 7.3927 1.40611 7.44888 1.39365 7.3829 1.40767 7.45716 1.39178 7.37297 1.40948 7.46673 1.38943 7.36052 1.41193 7.47972 1.386 7.34235 1.41574 7.49993 1.38006 7.31091 1.42319 7.5388 1.36542 7.23515 1.44448 7.64415 1.26205 6.84325 1.63915 8.38184 1.26205 6.84325 1.44448 7.64415 1.36542 7.23515 1.42319 7.5388 1.38006 7.31091 1.41574 7.49993 1.386 7.34235 1.41193 7.47972 1.38943 7.36053 1.40948 7.46672 1.39178 7.37297 1.40767 7.45716 1.39365 7.3829 1.40611 7.44888 1.3955 7.3927 1.40441 7.43988 
0.06 -12.7223 44 -0.682549 7.54044 -0.678222 7.49263 -0.683375 7.54956 -0.677322 7.48269 -0.684135 7.55795 -0.676411 7.47263 -0.685012 7.56765 -0.67527 7.46002 -0.686205 7.58083 -0.673602 7.4416 -0.688059 7.60131 -0.670717 7.40973 -0.691506 7.64074 -0.664162 7.33281 -0.699546 7.74793 -0.66226 6.92757 -0.703011 8.5108 -0.66226 6.92757 -0.699546 7.74793 -0.664162 7.33281 -0.691506 7.64074 -0.670717 7.40972 -0.688059 7.60131 -0.673602 7.4416 -0.686205 7.58083 -0.67527 7.46002 -0.685012 7.56765 -0.676411 7.47263 -0.684135 7.55795 -0.677322 7.48269 -0.683375 7.54956 -0.678222 7.49263 -0.682549 7.54044 
0.07 -12.7223 43 -2.71753 7.06676 -2.7003 7.02196 -2.72082 7.07531 -2.69672 7.01265 -2.72384 7.08318 -2.69309 7.00321 -2.72733 7.09227 -2.68854 6.99139 -2.73208 7.10461 -2.6819 6.97413 -2.73947 7.12381 -2.67042 6.94425 -2.75354 7.16081 -2.64314 6.87199 -2.79032 7.26183 -2.53613 6.48122 -2.99165 7.99759 -2.53613 6.48122 -2.79032 7.26183 -2.64314 6.87199 -2.75354 7.16081 -2.67042 6.94425 -2.73946 7.12381 -2.6819 6.97413 -2.73208 7.10461 -2.68854 6.99139 -2.72733 7.09227 -2.69309 7.00321 -2.72384 7.08318 -2.69672 7.01264 -2.72082 7.07531 -2.7003 7.02196 -2.71753 7.06677 
0.08 -12.7223 43 -4.54555 6.05492 -4.51673 6.01653 -4.55105 6.06225 -4.51074 6.00855 -4.55611 6.06898 -4.50467 6.00047 -4.56196 6.07677 -4.49707 5.99034 -4.5699 6.08735 -4.48597 5.97555 -4.58225 6.1038 -4.46675 5.94994 -4.60589 6.13556 -4.42078 5.88781 -4.66867 6.22286 -4.21605 5.53828 -5.05402 6.88107 -4.21605 5.53828 -4.66867 6.22286 -4.42078 5.88781 -4.60589 6.13556 -4.46675 5.94994 -4.58225 6.1038 -4.48597 5.97555 -4.5699 6.08735 -4.49707 5.99034 -4.56196 6.07677 -4.50467 6.00047 -4.55611 6.06898 -4.51074 6.00855 -4.55105 6.06225 -4.51673 6.01653 -4.54555 6.05492 
0.09 -12.7223 43 -6.02741 4.58197 -5.9892 4.55291 -6.0347 4.58751 -5.98125 4.54688 -6.04141 4.59261 -5.97321 4.54076 -6.04916 4.5985 -5.96312 4.53309 -6.0597 4.60651 -5.9484 4.5219 -6.07607 4.61896 -5.92291 4.50252 -6.10749 4.64307 -5.86171 4.45522 -6.19158 4.71011 -5.57334 4.17089 -6.7345 5.24568 -5.57334 4.17089 -6.19158 4.71011 -5.86171 4.45522 -6.10749 4.64307 -5.92291 4.50252 -6.07607 4.61896 -5.9484 4.5219 -6.0597 4.60651 -5.96312 4.53309 -6.04916 4.5985 -5.97321 4.54076 -6.04141 4.59261 -5.98125 4.54688 -6.0347 4.58751 -5.9892 4.55291 -6.02741 4.58197 
0.1 -12.7223 42 -7.05026 2.76007 -7.00555 2.74257 -7.05879 2.76341 -6.99627 2.73893 -7.06663 2.76648 -6.98685 2.73525 -7.0757 2.77003 -6.97506 2.73063 -7.08802 2.77486 -6.95783 2.72389 -7.10718 2.78236 -6.92801 2.71221 -7.14398 2.79698 -6.85618 2.68335 -7.24312 2.83876 -6.50399 2.48367 -7.90634 3.215 -6.50399 2.48367 -7.24312 2.83876 -6.85618 2.68335 -7.14398 2.79698 -6.92801 2.71221 -7.10718 2.78235 -6.95783 2.72389 -7.08802 2.77486 -6.97506 2.73063 -7.0757 2.77003 -6.98685 2.73525 -7.06663 2.76648 -6.99626 2.73893 -7.05879 2.76341 -7.00555 2.74257 -7.05026 2.76007 
0.11 -12.7223 42 -7.53619 0.727985 -7.48841 0.72337 -7.54531 0.728866 -7.47848 0.72241 -7.55369 0.729676 -7.46841 0.721439 -7.56339 0.730613 -7.45581 0.72022 -7.57656 0.731885 -7.43739 0.718441 -7.59704 0.733863 -7.4055 0.715361 -7.63645 0.737894 -7.32846 0.707146 -7.74322 0.751258 -6.93663 0.605761 -8.48125 0.942441 -6.93663 0.605761 -7.74322 0.751258 -7.32846 0.707146 -7.63645 0.737895 -7.4055 0.715361 -7.59704 0.733863 -7.43739 0.718442 -7.57656 0.731885 -7.45581 0.720221 -7.56339 0.730613 -7.46842 0.721439 -7.55369 0.729676 -7.47848 0.72241 -7.54531 0.728866 -7.48841 0.723369 -7.53619 0.727985 
0.12 -12.7223 42 -7.44821 -1.35954 -7.40098 -1.35092 -7.45722 -1.36119 -7.39117 -1.34913 -7.4655 -1.3627 -7.38122 -1.34731 -7.47509 -1.36445 -7.36876 -1.34504 -7.4881 -1.36682 -7.35056 -1.34172 -7.50835 -1.37052 -7.31903 -1.33596 -7.54737 -1.37739 -7.24259 -1.32287 -7.6538 -1.39345 -6.83801 -1.31907 -8.41603 -1.40038 -6.83801 -1.31907 -7.6538 -1.39345 -7.24259 -1.32287 -7.54737 -1.37739 -7.31903 -1.33596 -7.50834 -1.37052 -7.35056 -1.34172 -7.4881 -1.36682 -7.36876 -1.34504 -7.47508 -1.36445 -7.38122 -1.34731 -7.4655 -1.3627 -7.39117 -1.34913 -7.45722 -1.36119 -7.40098 -1.35092 -7.44821 -1.35954 
