t=0 enPsi MaxDimPsi enPhi MaxDimPhi Sz(x,y)Sz(N/2+1,0) 
0 -13.8422 55 -12.7223 52 7.57127 0 7.52326 0 7.58043 0 7.51328 0 7.58886 0 7.50318 0 7.5986 0 7.49051 0 7.61182 0 7.47203 0 7.63238 0 7.44004 0 7.67195 0 7.36296 0 7.77939 0 6.95751 0 8.54248 0 6.95751 0 7.77939 0 7.36296 0 7.67195 0 7.44004 0 7.63238 0 7.47203 0 7.61182 0 7.49051 0 7.5986 0 7.50318 0 7.58886 0 7.51328 0 7.58043 0 7.52326 0 7.57127 0 
t enPhi MaxDimPhi Sz(x,y)Sz(Lx/2,0) 
0.13 -12.7223 42 -6.793 -3.34353 -6.74993 -3.32233 -6.80122 -3.34758 -6.74098 -3.31793 -6.80878 -3.3513 -6.73191 -3.31346 -6.81752 -3.3556 -6.72055 -3.30787 -6.82939 -3.36144 -6.70394 -3.29969 -6.84786 -3.37053 -6.67518 -3.28554 -6.88353 -3.38779 -6.60512 -3.25208 -6.98167 -3.4321 -6.21554 -3.14344 -7.71584 -3.63658 -6.21554 -3.14344 -6.98167 -3.4321 -6.60512 -3.25208 -6.88353 -3.38779 -6.67518 -3.28554 -6.84786 -3.37053 -6.70394 -3.29969 -6.82939 -3.36144 -6.72055 -3.30787 -6.81752 -3.3556 -6.73191 -3.31346 -6.80878 -3.3513 -6.74098 -3.31793 -6.80122 -3.34758 -6.74993 -3.32233 -6.793 -3.34353 
0.14 -12.7223 42 -5.62048 -5.07289 -5.58485 -5.04073 -5.62728 -5.07903 -5.57744 -5.03405 -5.63354 -5.08468 -5.56994 -5.02727 -5.64077 -5.0912 -5.56053 -5.01878 -5.65059 -5.10007 -5.54679 -5.00638 -5.66587 -5.11386 -5.52299 -4.9849 -5.69549 -5.14021 -5.46461 -4.93357 -5.77799 -5.20947 -5.11673 -4.72761 -6.43379 -5.59742 -5.11673 -4.72761 -5.77799 -5.20947 -5.46461 -4.93357 -5.69549 -5.14021 -5.52299 -4.9849 -5.66587 -5.11386 -5.54679 -5.00638 -5.65059 -5.10007 -5.56053 -5.01878 -5.64077 -5.0912 -5.56994 -5.02727 -5.63354 -5.08468 -5.57744 -5.03405 -5.62728 -5.07903 -5.58485 -5.04073 -5.62048 -5.0729 
0.15 -12.7223 42 -4.01994 -6.41593 -3.99445 -6.37525 -4.0248 -6.4237 -3.98915 -6.3668 -4.02927 -6.43084 -3.98378 -6.35823 -4.03445 -6.43909 -3.97706 -6.3475 -4.04147 -6.45031 -3.96723 -6.33181 -4.0524 -6.46775 -3.9502 -6.30463 -4.07372 -6.50119 -3.90795 -6.23926 -4.13439 -6.59024 -3.62558 -5.95018 -4.66691 -7.13499 -3.62558 -5.95018 -4.13439 -6.59024 -3.90795 -6.23926 -4.07372 -6.50119 -3.9502 -6.30462 -4.0524 -6.46775 -3.96723 -6.33181 -4.04147 -6.45031 -3.97706 -6.3475 -4.03445 -6.43909 -3.98379 -6.35823 -4.02927 -6.43084 -3.98915 -6.3668 -4.0248 -6.4237 -3.99445 -6.37525 -4.01994 -6.41593 
0.16 -12.7223 42 -2.11325 -7.27037 -2.09985 -7.22427 -2.11581 -7.27916 -2.09707 -7.21469 -2.11816 -7.28726 -2.09425 -7.20498 -2.12088 -7.29661 -2.09071 -7.19281 -2.12458 -7.30932 -2.08554 -7.17504 -2.13032 -7.32909 -2.07659 -7.14422 -2.14171 -7.36709 -2.0537 -7.06972 -2.17601 -7.46928 -1.85614 -6.71742 -2.5488 -8.13343 -1.85614 -6.71742 -2.17601 -7.46928 -2.0537 -7.06972 -2.14171 -7.36709 -2.07658 -7.14422 -2.13032 -7.32909 -2.08554 -7.17504 -2.12457 -7.30932 -2.09071 -7.19282 -2.12088 -7.29661 -2.09425 -7.20499 -2.11816 -7.28726 -2.09707 -7.21469 -2.11581 -7.27916 -2.09985 -7.22427 -2.11325 -7.27037 
0.17 -12.7223 42 -0.0456343 -7.57113 -0.0453446 -7.52313 -0.0456896 -7.58029 -0.0452843 -7.51315 -0.0457399 -7.58872 -0.0452239 -7.50304 -0.0457997 -7.59846 -0.0451473 -7.49037 -0.0458795 -7.61169 -0.0450353 -7.47185 -0.0460017 -7.63229 -0.0448422 -7.43975 -0.0465889 -7.67196 -0.0431041 -7.36172 -0.0519304 -7.77968 0.0561937 -6.97041 -0.239519 -8.51763 0.0561937 -6.97041 -0.0519304 -7.77968 -0.0431041 -7.36172 -0.0465893 -7.67196 -0.0448418 -7.43974 -0.0460014 -7.63229 -0.0450365 -7.47185 -0.0458782 -7.61169 -0.0451474 -7.49037 -0.0457996 -7.59846 -0.0452237 -7.50304 -0.0457401 -7.58872 -0.0452844 -7.51315 -0.0456897 -7.58029 -0.0453446 -7.52313 -0.0456344 -7.57113 
0.18 -12.7223 42 2.02546 -7.29531 2.01262 -7.24906 2.02791 -7.30414 2.00995 -7.23945 2.03016 -7.31226 2.00724 -7.2297 2.03277 -7.32165 2.00385 -7.21749 2.03631 -7.3344 1.9989 -7.19965 2.04182 -7.35425 1.99031 -7.1687 2.05209 -7.39259 1.97071 -7.09304 2.07613 -7.49777 1.96503 -6.68957 2.08651 -8.25893 1.96503 -6.68957 2.07613 -7.49777 1.97071 -7.09304 2.05209 -7.39259 1.99031 -7.1687 2.04182 -7.35425 1.9989 -7.19965 2.03631 -7.3344 2.00385 -7.21749 2.03277 -7.32165 2.00724 -7.22971 2.03016 -7.31226 2.00995 -7.23945 2.02791 -7.30414 2.01262 -7.24906 2.02546 -7.29531 
0.19 -12.7223 42 3.9423 -6.46393 3.91731 -6.42294 3.94707 -6.47174 3.91212 -6.41443 3.95146 -6.47894 3.90685 -6.40579 3.95653 -6.48726 3.90025 -6.39497 3.96343 -6.49856 3.89061 -6.37916 3.97416 -6.51615 3.87387 -6.35172 3.9945 -6.55025 3.83436 -6.28414 4.04616 -6.64503 3.72421 -5.89619 4.25368 -7.37721 3.72421 -5.89619 4.04616 -6.64503 3.83436 -6.28414 3.9945 -6.55025 3.87387 -6.35172 3.97416 -6.51615 3.89061 -6.37916 3.96343 -6.49856 3.90025 -6.39497 3.95653 -6.48726 3.90685 -6.40579 3.95146 -6.47894 3.91211 -6.41442 3.94707 -6.47174 3.91731 -6.42294 3.9423 -6.46393 
0.2 -12.7223 42 5.55892 -5.14028 5.52368 -5.10769 5.56565 -5.1465 5.51636 -5.10091 5.57184 -5.15222 5.50893 -5.09405 5.57899 -5.15883 5.49962 -5.08544 5.58871 -5.16782 5.48602 -5.07286 5.60384 -5.18181 5.46241 -5.05103 5.63273 -5.20908 5.40591 -4.99667 5.70817 -5.28636 5.19895 -4.65081 6.0985 -5.93939 5.19895 -4.65081 5.70817 -5.28636 5.40591 -4.99667 5.63273 -5.20908 5.46241 -5.05103 5.60384 -5.18181 5.48602 -5.07287 5.58871 -5.16782 5.49962 -5.08544 5.57899 -5.15883 5.50893 -5.09405 5.57184 -5.15222 5.51635 -5.10091 5.56565 -5.1465 5.52368 -5.10769 5.55892 -5.14028 
0.21 -12.7223 41 6.75221 -3.42517 6.7094 -3.40346 6.76037 -3.42932 6.7005 -3.39894 6.76789 -3.43313 6.69148 -3.39437 6.77658 -3.43754 6.68017 -3.38863 6.78839 -3.44353 6.66365 -3.38025 6.80677 -3.45285 6.63496 -3.3657 6.84201 -3.47121 6.56567 -3.3287 6.93563 -3.5252 6.27621 -3.04858 7.4819 -4.05437 6.27621 -3.04858 6.93563 -3.5252 6.56568 -3.3287 6.84201 -3.47121 6.63496 -3.36569 6.80677 -3.45285 6.66365 -3.38025 6.78839 -3.44353 6.68017 -3.38863 6.77658 -3.43754 6.69148 -3.39437 6.76789 -3.43313 6.7005 -3.39894 6.76037 -3.42932 6.7094 -3.40346 6.75221 -3.42517 
0.22 -12.7223 41 7.43127 -1.44923 7.38416 -1.44004 7.44026 -1.45098 7.37437 -1.43813 7.44854 -1.45259 7.36444 -1.43619 7.4581 -1.45446 7.35199 -1.43376 7.4711 -1.45699 7.33381 -1.43022 7.49133 -1.46093 7.30221 -1.42405 7.53026 -1.46899 7.22534 -1.40727 7.63506 -1.49562 6.87331 -1.21202 8.29975 -1.86475 6.87331 -1.21202 7.63506 -1.49562 7.22534 -1.40727 7.53026 -1.46899 7.30221 -1.42405 7.49133 -1.46093 7.33381 -1.43022 7.4711 -1.45699 7.352 -1.43376 7.4581 -1.45446 7.36444 -1.43619 7.44854 -1.45259 7.37437 -1.43813 7.44026 -1.45098 7.38416 -1.44004 7.43127 -1.44922 
0.23 -12.7223 41 7.54442 0.637088 7.49658 0.63305 7.55354 0.637859 7.48664 0.632211 7.56194 0.638568 7.47656 0.631359 7.57165 0.639387 7.46393 0.630291 7.58485 0.640501 7.44546 0.628734 7.60539 0.64224 7.41336 0.626023 7.64506 0.645113 7.33467 0.621252 7.75322 0.647872 6.94429 0.718367 8.49069 0.463976 6.94429 0.718367 7.75322 0.647872 7.33468 0.621252 7.64506 0.645112 7.41336 0.626023 7.60539 0.642241 7.44546 0.62873 7.58485 0.640504 7.46393 0.630292 7.57165 0.639387 7.47656 0.631359 7.56194 0.638568 7.48664 0.63221 7.55354 0.637859 7.49658 0.63305 7.54442 0.637088 
0.24 -12.7223 41 7.08301 2.67488 7.03811 2.65793 7.09158 2.67812 7.02877 2.6544 7.09947 2.6811 7.01931 2.65083 7.10858 2.68454 7.00744 2.64635 7.12098 2.68922 6.9901 2.6398 7.14027 2.69651 6.95995 2.62841 7.17767 2.7101 6.88538 2.60237 7.2811 2.74208 6.48345 2.59483 8.04076 2.75589 6.48345 2.59483 7.2811 2.74208 6.88538 2.60237 7.17767 2.7101 6.95995 2.62841 7.14027 2.69651 6.9901 2.63979 7.12097 2.68922 7.00745 2.64635 7.10858 2.68454 7.01931 2.65083 7.09947 2.6811 7.02877 2.6544 7.09158 2.67812 7.03811 2.65793 7.08301 2.67488 
0.25 -12.7223 41 6.08221 4.50897 6.04364 4.48039 6.08956 4.51443 6.03563 4.47445 6.09633 4.51945 6.0275 4.46842 6.10417 4.52525 6.01731 4.46087 6.11481 4.53314 6.00242 4.44983 6.13137 4.54543 5.97651 4.43062 6.16366 4.56872 5.9117 4.38519 6.25463 4.62756 5.52579 4.27365 6.9844 4.83799 5.52579 4.27365 6.25463 4.62756 5.9117 4.38519 6.16366 4.56872 5.97651 4.43062 6.13137 4.54543 6.00242 4.44982 6.1148 4.53314 6.01732 4.46087 6.10416 4.52525 6.0275 4.46842 6.09634 4.51945 6.03563 4.47445 6.08956 4.51443 6.04364 4.48039 6.08221 4.50897 
0.26 -12.7223 41 4.61821 5.99969 4.58893 5.96165 4.6238 6.00694 4.58284 5.95374 4.62894 6.01362 4.57667 5.94573 4.63488 6.02135 4.56893 5.93567 4.64297 6.03184 4.55762 5.92097 4.65555 6.0482 4.53794 5.8954 4.68027 6.07943 4.48782 5.83393 4.75195 6.16077 4.14435 5.62621 5.40184 6.55325 4.14435 5.62621 4.75195 6.16077 4.48782 5.83393 4.68027 6.07943 4.53794 5.8954 4.65555 6.0482 4.55762 5.92097 4.64296 6.03184 4.56894 5.93567 4.63488 6.02135 4.57667 5.94573 4.62894 6.01362 4.58284 5.95374 4.6238 6.00694 4.58893 5.96165 4.61821 5.99968 
0.27 -12.7223 41 2.80252 7.03349 2.78475 6.9889 2.80591 7.042 2.78105 6.97963 2.80902 7.04983 2.77731 6.97023 2.81263 7.05888 2.77261 6.95844 2.81754 7.07119 2.76574 6.94121 2.82517 7.09037 2.75379 6.91121 2.84045 7.12718 2.72221 6.83827 2.88744 7.22497 2.44465 6.54874 3.41298 7.77246 2.44465 6.54874 2.88744 7.22497 2.72221 6.83827 2.84045 7.12718 2.75379 6.91121 2.82517 7.09037 2.76575 6.94121 2.81754 7.07119 2.77261 6.95845 2.81263 7.05888 2.77731 6.97023 2.80903 7.04983 2.78105 6.97963 2.80591 7.042 2.78475 6.9889 2.80251 7.03349 
0.28 -12.7223 41 0.773395 7.53166 0.768491 7.48391 0.774331 7.54077 0.767471 7.47399 0.775191 7.54916 0.766438 7.46392 0.776188 7.55886 0.765143 7.4513 0.777543 7.57204 0.763245 7.43284 0.779646 7.59257 0.759944 7.40069 0.7843 7.63218 0.749353 7.32174 0.803062 7.73912 0.556619 6.97037 1.16833 8.40398 0.556619 6.97037 0.803062 7.73912 0.749353 7.32174 0.784301 7.63218 0.759942 7.40069 0.779645 7.59258 0.763249 7.43283 0.77754 7.57204 0.765143 7.4513 0.776188 7.55886 0.766438 7.46392 0.775191 7.54916 0.767471 7.47399 0.774331 7.54077 0.768491 7.48391 0.773395 7.53166 
0.29 -12.7223 41 -1.31462 7.45626 -1.30629 7.40899 -1.31621 7.46528 -1.30456 7.39916 -1.31768 7.47358 -1.3028 7.3892 -1.31937 7.48319 -1.30059 7.3767 -1.32167 7.49624 -1.29737 7.35842 -1.32526 7.51657 -1.29176 7.32657 -1.33159 7.55597 -1.28047 7.24753 -1.34251 7.66408 -1.37531 6.85851 -1.1624 8.40064 -1.37531 6.85851 -1.34251 7.66408 -1.28047 7.24753 -1.33159 7.55596 -1.29176 7.32657 -1.32526 7.51657 -1.29737 7.35842 -1.32167 7.49624 -1.3006 7.3767 -1.31937 7.48318 -1.3028 7.3892 -1.31768 7.47358 -1.30456 7.39916 -1.31621 7.46528 -1.30629 7.40899 -1.31462 7.45626 
0.3 -12.7223 41 -3.30253 6.81303 -3.28159 6.76984 -3.30652 6.82127 -3.27724 6.76086 -3.3102 6.82886 -3.27282 6.75175 -3.31445 6.83763 -3.26728 6.74033 -3.32023 6.84956 -3.25919 6.72362 -3.32925 6.86815 -3.24507 6.6945 -3.34609 6.90434 -3.21265 6.62132 -3.38592 7.00554 -3.20327 6.22137 -3.40316 7.76327 -3.20327 6.22137 -3.38592 7.00554 -3.21265 6.62133 -3.34609 6.90434 -3.24507 6.6945 -3.32925 6.86815 -3.25918 6.72362 -3.32023 6.84956 -3.26729 6.74033 -3.31445 6.83763 -3.27282 6.75175 -3.3102 6.82886 -3.27724 6.76086 -3.30652 6.82127 -3.28159 6.76984 -3.30252 6.81303 
0.31 -12.7223 41 -5.03892 5.65096 -5.00698 5.61513 -5.04502 5.65779 -5.00034 5.60768 -5.05063 5.66408 -4.9936 5.60013 -5.05712 5.67136 -4.98515 5.59065 -5.06594 5.68126 -4.97279 5.57679 -5.0797 5.69668 -4.95124 5.55261 -5.10579 5.72692 -4.90003 5.49085 -5.17161 5.81361 -4.78726 5.10739 -5.38482 6.54057 -4.78726 5.10739 -5.17161 5.81361 -4.90003 5.49085 -5.10579 5.72692 -4.95124 5.55261 -5.0797 5.69668 -4.97279 5.57679 -5.06594 5.68126 -4.98516 5.59066 -5.05712 5.67136 -4.9936 5.60013 -5.05063 5.66408 -5.00034 5.60768 -5.04502 5.65779 -5.00698 5.61513 -5.03892 5.65096 
0.32 -12.7223 41 -6.39159 4.05853 -6.35106 4.0328 -6.39932 4.06344 -6.34264 4.02745 -6.40644 4.06796 -6.3341 4.02203 -6.41467 4.07319 -6.32338 4.01522 -6.42586 4.0803 -6.3077 4.00526 -6.44331 4.09137 -6.28033 3.98788 -6.47669 4.11336 -6.2141 3.94224 -6.56361 4.17905 -6.00586 3.60152 -6.95801 4.82544 -6.00586 3.60152 -6.56361 4.17905 -6.21411 3.94224 -6.47669 4.11336 -6.28033 3.98788 -6.44331 4.09137 -6.30769 4.00526 -6.42586 4.0803 -6.32338 4.01523 -6.41467 4.07319 -6.3341 4.02203 -6.40644 4.06796 -6.34264 4.02745 -6.39932 4.06344 -6.35107 4.0328 -6.39158 4.05853 
0.33 -12.7223 41 -7.2575 2.15703 -7.21149 2.14336 -7.26628 2.15965 -7.20192 2.14051 -7.27436 2.16205 -7.19222 2.13763 -7.28371 2.16483 -7.18004 2.13401 -7.29642 2.1686 -7.16223 2.12872 -7.31624 2.17449 -7.13113 2.11947 -7.35437 2.18655 -7.0548 2.09346 -7.45593 2.22626 -6.76553 1.81874 -8.00433 2.74788 -6.76553 1.81874 -7.45593 2.22626 -7.05481 2.09346 -7.35437 2.18655 -7.13113 2.11947 -7.31624 2.17449 -7.16223 2.12872 -7.29642 2.1686 -7.18005 2.13402 -7.28371 2.16483 -7.19222 2.13763 -7.27436 2.16205 -7.20192 2.14051 -7.26628 2.15964 -7.21149 2.14336 -7.2575 2.15703 
0.34 -12.7223 41 -7.57072 0.091267 -7.52272 0.0906875 -7.57988 0.091378 -7.51274 0.0905664 -7.58831 0.0914787 -7.50262 0.0904453 -7.59806 0.0915976 -7.48992 0.0902934 -7.61132 0.0917585 -7.47133 0.0900661 -7.632 0.0920001 -7.43886 0.0896714 -7.672 0.093201 -7.35812 0.0853547 -7.78063 0.103929 -7.00781 -0.104675 -8.44528 0.465152 -7.00781 -0.104675 -7.78063 0.103929 -7.35813 0.0853546 -7.672 0.0932022 -7.43886 0.0896699 -7.632 0.0919988 -7.47132 0.0900714 -7.61132 0.0917551 -7.48992 0.0902927 -7.59806 0.0915976 -7.50262 0.0904449 -7.58831 0.0914791 -7.51274 0.0905664 -7.57987 0.0913784 -7.52272 0.0906872 -7.57071 0.0912675 
0.35 -12.7223 41 -7.30739 -1.98145 -7.26106 -1.96889 -7.31623 -1.98385 -7.25143 -1.96628 -7.32437 -1.98606 -7.24166 -1.96363 -7.33378 -1.98861 -7.2294 -1.9603 -7.34658 -1.99208 -7.21145 -1.95544 -7.36655 -1.9975 -7.18008 -1.94694 -7.40539 -2.00726 -7.10099 -1.92913 -7.51297 -2.02638 -6.71375 -2.02161 -8.24822 -1.85015 -6.71375 -2.02161 -7.51297 -2.02638 -7.10099 -1.92913 -7.40539 -2.00726 -7.18008 -1.94694 -7.36655 -1.9975 -7.21144 -1.95543 -7.34658 -1.99208 -7.2294 -1.96031 -7.33378 -1.98861 -7.24166 -1.96363 -7.32437 -1.98605 -7.25143 -1.96628 -7.31623 -1.98385 -7.26106 -1.96889 -7.30739 -1.98145 
