t=0 enPsi MaxDimPsi enPhi MaxDimPhi Sz(x,y)Sz(Lx/2,0) 
0 -10.0489 48 -8.90189 48 -0.145109 0 0.10184 0 -0.250599 0 0.222369 0 -0.747455 0 1 0 -0.445052 0 0.227543 0 -0.132461 0 0.120224 0 -0.0767274 0 0.0813031 0 -0.0541493 0 0.0613208 0 -0.0412384 0 0.0488187 0 -0.0325247 0 0.0400559 0 -0.025833 0 0.0332603 0 -0.0199153 0 0.0272115 0 -0.0134694 0 0.0205866 0 
0.25 -8.89915 38 -0.0318518 0.142132 0.0211411 -0.0998229 -0.0493993 0.247732 0.0366971 -0.218928 0.00898807 0.739269 -0.0433842 -0.989125 0.0104267 0.43715 0.0367752 -0.223909 -0.0238915 0.130476 0.0227939 -0.117546 -0.0148329 0.0748947 0.0164563 -0.0793444 -0.0109554 0.0528338 0.0127175 -0.0598089 -0.00846361 0.0402191 0.0102252 -0.0475921 -0.00671669 0.0317128 0.00844058 -0.0390412 -0.00534771 0.0251817 0.00705248 -0.0324162 -0.00412528 0.019408 0.00568281 -0.0265288 -0.00277644 0.013117 0.0043544 -0.0200581 
0.5 -8.8914 35 0.13328 0.0629042 -0.0938205 -0.0417391 0.239242 0.0977388 -0.208826 -0.0733797 0.715233 -0.0162904 -0.957173 0.0837382 0.413953 -0.0190141 -0.213234 -0.0734146 0.124619 0.0470208 -0.109599 -0.0448263 0.0694684 0.0291414 -0.0735434 -0.0322336 0.0489591 0.0214239 -0.0553552 -0.0248581 0.0372223 0.0165309 -0.0439952 -0.0199671 0.0293226 0.013106 -0.0360592 -0.0164697 0.0232707 0.0104323 -0.0299317 -0.0137595 0.0179369 0.00804547 -0.0245243 -0.0110838 0.0121242 0.0054195 -0.0185432 -0.00849836 
0.75 -8.87994 35 0.0923851 -0.118786 -0.0612641 0.0839791 0.143969 -0.225452 -0.109943 0.192704 -0.0204897 -0.676829 0.118425 0.906072 -0.0241813 -0.376927 -0.109701 0.196183 0.068632 -0.115175 -0.065356 0.0966407 0.0424259 -0.0606874 -0.0466773 0.0641494 0.030932 -0.0427053 -0.035855 0.0481753 0.0238207 -0.0323898 -0.0287567 0.0381997 0.0188627 -0.0254744 -0.0236964 0.0312578 0.0150055 -0.0201976 -0.0197871 0.0259319 0.0115736 -0.0155746 -0.0159404 0.0213014 0.00779983 -0.0105334 -0.0122236 0.0161153 
1 -8.86646 35 -0.099034 -0.119568 0.0705288 0.0792193 -0.206877 -0.187057 0.171542 0.14613 -0.626314 0.0206403 0.838729 -0.145484 -0.328308 0.0248041 0.173777 0.145281 -0.102588 -0.0879794 0.079086 0.0836883 -0.0489349 -0.0542151 0.0515603 0.0591672 -0.0343536 -0.0390343 0.0385908 0.0451839 -0.025957 -0.0299759 0.0304849 0.0361603 -0.0203607 -0.0237002 0.0248725 0.029758 -0.0161172 -0.0188424 0.0206151 0.0248372 -0.0124402 -0.0145365 0.0170221 0.0200143 -0.00842448 -0.00979966 0.0128942 0.0153485 
1.25 -8.85262 35 -0.143797 0.0745401 0.0951548 -0.0537757 -0.226015 0.184176 0.181499 -0.146571 0.0163562 0.566467 -0.163763 -0.758697 0.0203051 0.270869 0.179643 -0.147301 -0.104349 0.0874322 0.0991993 -0.0574843 -0.0640892 0.0347208 0.0691421 -0.0363 -0.0453366 0.0242742 0.0523744 -0.0270266 -0.0346799 0.018226 0.0417969 -0.0212106 -0.0273701 0.014227 0.0343431 -0.0172086 -0.0217472 0.0112288 0.0286522 -0.0142404 -0.0167829 0.0086896 0.0230967 -0.0118974 -0.0113167 0.00590158 0.017715 -0.0090355 
1.5 -8.83974 36 0.0459423 0.16451 -0.0340902 -0.108686 0.158116 0.259925 -0.119158 -0.215421 0.500344 -0.00780558 -0.669859 0.172917 0.207688 -0.0106595 -0.118199 -0.212117 0.0703608 0.117082 -0.0324988 -0.111361 0.0186596 0.0716969 -0.0189944 -0.0761166 0.0129085 0.0495209 -0.013996 -0.0570485 0.0095631 0.037684 -0.010814 -0.0453621 0.00736979 0.0296757 -0.00863487 -0.0372033 0.00577248 0.0235627 -0.00711759 -0.0310249 0.00450692 0.0181925 -0.00617612 -0.0250218 0.00308627 0.0122719 -0.00472274 -0.0191995 
1.75 -8.82861 39 0.18125 -0.0139739 -0.119517 0.0118967 0.287975 -0.129516 -0.247114 0.0907106 0.00434629 -0.431063 0.173322 0.576173 0.003644 -0.141935 -0.241913 0.0879764 0.125604 -0.0520659 -0.119769 0.00488581 0.076766 -0.0014417 -0.0797087 0.000351341 0.0513467 -0.00074178 -0.058921 8.01837e-05 0.0388029 -0.000373384 -0.0466435 -0.000215908 0.0304766 -0.00011561 -0.0381717 -0.000432775 0.0241784 -1.39234e-05 -0.0318199 -0.00040222 0.0186834 -9.86891e-05 -0.0256842 0.000144683 0.0126094 -0.000122578 -0.0197228 0.000177408 
2 -8.81959 43 0.0205521 -0.193695 -0.012342 0.127448 -0.0992158 -0.309511 0.0625734 0.275677 -0.361636 -0.0190347 0.481465 -0.165988 -0.07671 -0.0216789 0.0580973 0.268143 -0.0332402 -0.129459 -0.0245351 0.124151 0.0161902 -0.0791265 -0.0188736 0.0796413 0.0117077 -0.0506832 -0.0141077 0.0578236 0.00891619 -0.0379411 -0.0113568 0.0455201 0.00718735 -0.0297132 -0.00955395 0.0371644 0.00577334 -0.0235478 -0.00795543 0.0309714 0.00432194 -0.0182223 -0.00590411 0.0250288 0.00284668 -0.0123094 -0.00438038 0.0192439 
2.25 -8.8127 47 -0.201652 -0.056768 0.132393 0.0381344 -0.324064 0.0680383 0.300161 -0.0359445 -0.0348831 0.294822 -0.15244 -0.389262 -0.0421468 0.0148742 0.28989 -0.029895 -0.128339 0.0145399 0.124393 0.0549029 -0.0787091 -0.0334672 0.0757623 0.037901 -0.0475003 -0.0239048 0.0537247 0.027926 -0.0351103 -0.0178663 0.0419943 0.022071 -0.0273982 -0.0141728 0.034195 0.0182746 -0.0216882 -0.0113044 0.028498 0.0151684 -0.0168219 -0.00854568 0.0230715 0.0116776 -0.0113822 -0.00568331 0.0177753 0.00873511 
2.5 -8.80779 48 -0.0937799 0.205065 0.0649616 -0.134397 0.036758 0.331388 -0.0118109 -0.319649 0.232983 0.0503074 -0.302634 0.134602 -0.0411115 0.0634716 -0.00449387 -0.306273 -0.00345287 0.122108 0.0853364 -0.120542 -0.0496323 0.0755408 0.0559628 -0.0680557 -0.0353438 0.041874 0.0407399 -0.0467152 -0.0260522 0.0303899 0.0318238 -0.0361775 -0.0204944 0.0236091 0.0261499 -0.0293697 -0.0162996 0.0186679 0.0216677 -0.0244991 -0.0123643 0.0145333 0.0168831 -0.0198961 -0.00824944 0.00986142 0.0126588 -0.0153828 
