t=0 enPsi MaxDimPsi enPhi MaxDimPhi Sz(x,y)Sz(Lx/2,0) 
0 -3.26583 16 -2.04685 16 -0.902858 0 1 0 -0.340683 0 0.211023 0 -0.0938362 0 0.106042 0 -0.0459324 0 0.0662451 0 
0.25 -2.04605 16 -0.178597 -0.880342 0.246856 0.962081 -0.071077 -0.324964 0.00559353 0.210574 0.000209216 -0.0940549 -0.002125 0.106335 0.000779784 -0.0458677 -0.00163948 0.0662387 
0.5 -2.04377 16 0.814809 -0.344542 -0.853019 0.468506 0.281332 -0.127599 -0.210094 0.00928924 0.0947737 0.000427695 -0.10726 -0.00436711 0.0457306 0.00176327 -0.0662717 -0.00347866 
0.75 -2.0403 16 0.486541 0.712054 -0.643322 -0.686155 0.158208 0.219597 -0.0102667 -0.211863 -0.000539934 0.0961249 0.00681 -0.10895 -0.00310072 0.0456793 0.00566983 -0.0664876 
1 -2.03609 16 -0.58092 0.595815 0.48137 -0.756192 -0.153731 0.157238 0.218695 -0.0095168 -0.0981694 -0.000256802 0.111606 0.00947553 -0.0459378 -0.00484632 0.0670878 0.00828318 
1.25 -2.03161 16 -0.666893 -0.432229 0.800361 0.262033 -0.125981 -0.0988483 0.00998781 0.232764 -0.000813515 -0.10074 -0.0123025 0.115479 0.00693529 -0.0467435 -0.0112938 0.0682858 
1.5 -2.02734 16 0.277535 -0.697962 -0.0515468 0.777878 0.0679638 -0.0724606 -0.254486 0.0160636 0.103355 -0.00298214 -0.120848 -0.0151308 0.0482891 0.00918668 -0.0702617 -0.0145931 
1.75 -2.02362 16 0.690743 0.127887 -0.69866 0.129898 0.00978279 0.0692089 -0.0324844 -0.281797 0.00624244 0.10526 0.0176878 -0.127995 -0.0113327 0.0506683 0.0180207 -0.0731309 
2 -2.02067 16 0.00723572 0.649972 -0.267846 -0.578412 -0.104087 -0.0465626 0.31007 -0.0629786 -0.105643 0.0100715 0.137177 0.0195727 -0.0538382 -0.0130705 0.0769321 0.0214078 
2.25 -2.01857 16 -0.582567 0.120683 0.435828 -0.354995 0.0818714 -0.167117 0.108964 0.332761 -0.0133665 -0.103959 -0.0202398 0.148592 0.0141297 -0.0576042 -0.0246196 0.0816392 
2.5 -2.01723 16 -0.208032 -0.496654 0.391364 0.289594 0.246904 0.0851988 -0.342658 0.168677 0.100298 -0.0145832 -0.162316 -0.0189888 0.061634 0.0143464 -0.0871929 -0.0275895 
2.75 -2.01645 16 0.400581 -0.267594 -0.15572 0.38328 -0.0515252 0.328406 -0.237001 -0.333482 0.012091 0.0956707 0.0149735 -0.178234 -0.0137357 0.0655023 0.0303359 -0.0935486 
3 -2.01595 16 0.300098 0.302069 -0.341481 -0.0456337 -0.395865 0.0173122 0.301441 -0.306089 -0.0920926 0.00468647 0.19594 0.00724943 -0.0687722 -0.0125511 0.100732 0.032957 
3.25 -2.01543 16 -0.207607 0.308141 -0.0347087 -0.278759 -0.113076 -0.435814 0.366696 0.246364 0.00785171 -0.092378 0.00512617 0.214658 0.0113145 -0.0711114 -0.0355976 0.1089 
3.5 -2.01463 16 -0.295532 -0.122125 0.207625 -0.0846568 0.439506 -0.222822 -0.172103 0.40993 0.0996488 0.024323 -0.233193 0.0229391 0.0724374 0.0107941 -0.118387 -0.0383831 
3.75 -2.01337 16 0.048944 -0.266663 0.107825 0.138425 0.331421 0.40432 -0.429048 -0.0860808 -0.0419298 0.11662 -0.0466244 -0.249958 -0.0119094 0.073069 0.041321 -0.129732 
