hval energy mag mag2 mag4 var maxBondDim 
2.4 -262.513 -0.691461 0.483547 0.241612 1.03479e-05 34 
2.5 -269.178 -0.501975 0.257017 0.0698017 0.000275014 59 
2.6 -276.284 0.0062984 4.13888e-05 1.91806e-09 1.59359e-05 61 
2.7 -283.874 -5.96122e-11 1.20263e-18 3.5187e-36 6.68329e-06 45 
2.8 -291.838 4.70491e-11 9.5931e-20 3.52105e-38 7.25147e-06 39 
2.9 -300.062 -3.73362e-11 6.39368e-21 3.54555e-40 6.84822e-06 34 
3 -308.478 5.32526e-11 1.92057e-20 2.53401e-39 7.41951e-06 30 
3.1 -317.041 -8.51623e-12 3.32193e-22 6.95905e-43 7.81841e-06 28 
3.2 -325.723 -3.00907e-11 7.39262e-21 1.01654e-39 1.00071e-05 27 
