time szsz spsm 
0 0.234743 -0.230275 0.231361 -0.231248 0.231264 -0.231249 0.231249 -0.23125 0.231248 -0.231275 0.231209 -0.240557 0.25 -0.240557 0.231209 -0.231275 0.231248 -0.23125 0.231249 -0.231264 0.231248 -0.231361 0.230275 -0.234743 7.07409e-09 -1.965e-08 7.09133e-08 -1.14011e-07 -1.90889e-06 7.89542e-06 -3.23558e-05 0.000159105 0.000404671 -0.00275125 0.00976602 -0.096346 0.980884 -0.096346 0.00976602 -0.00275125 0.000404671 0.000159105 -3.23551e-05 7.8961e-06 -1.90467e-06 -1.15104e-07 7.00507e-08 -2.23021e-08 
1 0.207017 -0.203077 0.204035 -0.203936 0.20395 -0.203936 0.203937 -0.20394 0.203909 -0.204074 0.195686 -0.224102 0.25 -0.22132 0.203904 -0.203997 0.203934 -0.203938 0.203936 -0.20395 0.203936 -0.204035 0.203077 -0.207018 2.11839e-08 -4.01419e-08 2.42206e-08 5.2138e-07 -5.86126e-06 2.17963e-05 -7.04145e-05 6.01173e-05 0.00108239 -0.00611867 0.0314118 -0.135351 0.924088 -0.146007 0.0149536 -0.00441226 0.000593103 0.00022326 -4.92106e-05 1.571e-05 -3.21416e-06 -2.21993e-08 8.62041e-08 -4.7657e-08 
2 0.087752 -0.0860818 0.0864879 -0.0864457 0.0864516 -0.0864467 0.0864395 -0.0864494 0.0863541 -0.085188 0.0657589 -0.198301 0.25 -0.116167 0.084065 -0.0865087 0.0864404 -0.0864428 0.0864457 -0.0864517 0.0864457 -0.0864879 0.0860819 -0.0877521 3.71824e-08 -6.21786e-08 6.98775e-08 5.59665e-07 -1.02076e-05 3.42869e-05 -0.000126483 0.000234286 0.00135988 -0.0131908 0.110032 -0.350906 0.679766 -0.192303 0.0305933 -0.00384059 0.000475572 0.000220373 -8.72058e-05 2.34464e-05 -3.55035e-06 1.8457e-07 1.33012e-07 -7.48124e-08 
3 0.0350271 -0.0343604 0.0345225 -0.0345057 0.0345074 -0.0345089 0.0344922 -0.0345526 0.0328461 -0.043479 0.0324939 -0.179516 0.25 -0.0980079 0.0392533 -0.0335649 0.0345354 -0.0344965 0.0345059 -0.0345081 0.0345056 -0.0345225 0.0343604 -0.0350271 9.29599e-08 -2.78185e-08 -1.71981e-06 7.56465e-06 -4.42224e-05 0.000122626 0.000100639 -0.00149659 0.0133926 -0.0697625 0.130964 -0.377476 0.571755 -0.234368 0.0635796 -0.0125868 0.00141418 0.000172479 -0.000115961 4.62204e-05 -9.3049e-06 1.20717e-06 6.24463e-08 -1.07837e-07 
4 0.097161 -0.0953118 0.0957613 -0.095715 0.0957224 -0.0957149 0.0956827 -0.0925696 0.0812504 -0.0668751 0.0624184 -0.16188 0.25 -0.136818 0.0604991 -0.088204 0.092219 -0.0957147 0.0957095 -0.0957239 0.0957148 -0.0957614 0.0953118 -0.0971611 -1.21238e-08 7.25325e-07 -6.37336e-06 2.56917e-05 -6.44697e-05 -8.61936e-06 0.00101018 -0.00724578 0.0356011 -0.120303 0.0881562 -0.240574 0.69904 -0.274182 0.124167 -0.0543689 0.00979935 -0.0011455 6.75272e-05 8.56045e-05 -3.08094e-05 7.75711e-06 -9.55517e-07 7.17445e-09 
5 0.103368 -0.101401 0.10188 -0.101831 0.101838 -0.101795 0.0983861 -0.0849345 0.0591015 -0.0434197 0.0426375 -0.135307 0.25 -0.132128 0.0503339 -0.0861012 0.0803496 -0.0988763 0.101761 -0.101843 0.101829 -0.10188 0.101401 -0.103368 -6.92094e-07 3.42911e-06 -1.54979e-05 4.27803e-05 3.67842e-05 -0.000658376 0.00497408 -0.0272427 0.0586949 -0.0860994 0.0796259 -0.224916 0.711756 -0.282406 0.13623 -0.0951742 0.0530902 -0.00726735 0.000895016 -5.97634e-05 -6.11098e-05 1.97177e-05 -5.01069e-06 8.7462e-07 
6 0.0498838 -0.0489347 0.0491652 -0.0491439 0.0491146 -0.0476486 0.0391268 -0.0365232 0.0154977 -0.0390924 0.0482157 -0.144809 0.25 -0.134465 0.0587691 -0.0364531 0.0245796 -0.0444398 0.0472814 -0.049146 0.0491384 -0.049167 0.0489346 -0.0498839 -2.35702e-06 8.45129e-06 -2.84077e-05 -7.01671e-05 0.000447802 -0.00345428 0.0265955 -0.0402939 0.0693462 -0.0860045 0.105081 -0.292185 0.60219 -0.266989 0.0887158 -0.0935498 0.0849516 -0.026349 0.00613843 -0.000885392 4.49215e-05 5.3452e-05 -1.69429e-05 4.35296e-06 
7 0.0239455 -0.0234915 0.0235989 -0.0235951 0.0226348 -0.0222105 0.00774501 -0.0253437 0.0287254 -0.039338 0.0524109 -0.160997 0.25 -0.128653 0.0372192 -0.0339203 0.0275752 -0.0137691 0.0207073 -0.0227736 0.0235852 -0.0236001 0.0234906 -0.0239458 -1.4073e-05 3.46878e-05 2.01531e-05 -0.000457412 0.00378709 -0.0185016 0.0500546 -0.0690945 0.0441028 -0.0752302 0.118345 -0.322426 0.549054 -0.271063 0.0791131 -0.0446619 0.049678 -0.0401209 0.0159496 -0.00275123 0.00034151 -1.10243e-05 -2.65414e-05 9.93942e-06 
8 0.0548265 -0.0537832 0.0540164 -0.0521787 0.0449681 -0.029608 0.0190644 -0.0361291 0.0404591 -0.0430717 0.055854 -0.151516 0.25 -0.13642 0.0446142 -0.0540778 0.03134 -0.0197327 0.0294637 -0.0451905 0.0521628 -0.0540179 0.0537832 -0.0548267 -2.97404e-05 -8.08142e-06 0.000410044 -0.00271493 0.0115343 -0.0472112 0.025413 -0.0196246 0.0479605 -0.0899605 0.0986682 -0.268814 0.612314 -0.28043 0.105863 -0.0716091 0.0438563 -0.0398739 0.0316197 -0.0127843 0.00230358 -0.000317781 2.79765e-05 2.7701e-05 
9 0.0667727 -0.0654776 0.0635891 -0.0539683 0.0349117 -0.015552 0.0178209 -0.0328363 0.0342617 -0.0431697 0.0423547 -0.122365 0.25 -0.141798 0.0590144 -0.0622745 0.0395951 -0.0257116 0.0104326 -0.0430143 0.0524471 -0.0637252 0.0654688 -0.0667766 4.7593e-05 -0.000195571 0.00154959 -0.0113304 0.0147235 -0.0272951 0.0191071 -0.0109222 0.0653466 -0.0899021 0.0825148 -0.229697 0.636783 -0.287812 0.120925 -0.111357 0.0568937 -0.0567695 0.0589938 -0.0309224 0.0207398 -0.00279037 0.000328509 -7.64312e-05 
