time energy SvN bondDim localEnergy 
0 -9.02821 0.195328 2 4 8 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 8 4 2 -0.474304 -0.352261 -0.397467 -0.381654 -0.38788 -0.385654 -0.386472 -0.386175 -0.386284 -0.386244 -0.386259 -0.386251 -0.38626 -0.386241 -0.386292 -0.386152 -0.386535 -0.385495 -0.388375 -0.380563 -0.402489 -0.34472 -0.498181 
0.25 -9.02821 0.195328 2 4 8 13 12 13 12 12 12 13 13 12 13 12 12 12 11 12 12 13 8 4 2 -0.474304 -0.352261 -0.397467 -0.381654 -0.38788 -0.385654 -0.386472 -0.386175 -0.386284 -0.386244 -0.386259 -0.386251 -0.38626 -0.386241 -0.386292 -0.386152 -0.386535 -0.385495 -0.388375 -0.380563 -0.402489 -0.34472 -0.498181 
0.5 -9.02936 0.198433 2 4 8 13 12 13 12 12 12 13 13 12 13 12 12 12 11 12 12 13 8 4 2 -0.474304 -0.352261 -0.397467 -0.381655 -0.38788 -0.385654 -0.386475 -0.386177 -0.386292 -0.386027 -0.386617 -0.387108 -0.38664 -0.386005 -0.386287 -0.386152 -0.386535 -0.385495 -0.388375 -0.380563 -0.402489 -0.34472 -0.498181 
0.75 -9.03469 0.226594 2 4 8 13 12 13 12 12 12 13 13 12 13 12 12 12 11 12 12 13 8 4 2 -0.474304 -0.352261 -0.397467 -0.381655 -0.38788 -0.385655 -0.386505 -0.386185 -0.386385 -0.384012 -0.388988 -0.391651 -0.38921 -0.383787 -0.386255 -0.38614 -0.386533 -0.385494 -0.388375 -0.380563 -0.402489 -0.344721 -0.498181 
1 -9.04517 0.279381 2 4 8 13 12 13 12 12 12 13 13 12 12 12 12 12 11 12 12 13 8 4 2 -0.474304 -0.352261 -0.397467 -0.381655 -0.387881 -0.385654 -0.386566 -0.38617 -0.386646 -0.379912 -0.393198 -0.401669 -0.393821 -0.379257 -0.386276 -0.386085 -0.386529 -0.385493 -0.388375 -0.380563 -0.402489 -0.344721 -0.498181 
1.25 -9.05627 0.34335 2 4 8 13 12 13 12 12 12 13 12 11 11 12 12 12 11 12 12 13 8 4 2 -0.474304 -0.352261 -0.397467 -0.381654 -0.387884 -0.385649 -0.386647 -0.386076 -0.38702 -0.374927 -0.396155 -0.416575 -0.397359 -0.373673 -0.386357 -0.385926 -0.386523 -0.385487 -0.388377 -0.380563 -0.40249 -0.344721 -0.498181 
1.5 -9.06216 0.408348 2 4 8 13 12 12 12 12 12 11 12 10 10 11 12 12 11 12 12 13 8 4 2 -0.474304 -0.352261 -0.397467 -0.381654 -0.387892 -0.385658 -0.386728 -0.385905 -0.3861 -0.372746 -0.395058 -0.431443 -0.396975 -0.370996 -0.385077 -0.385578 -0.386512 -0.385473 -0.38838 -0.380562 -0.40249 -0.344721 -0.498181 
1.75 -9.07392 0.468457 2 4 8 13 12 12 12 12 12 11 12 10 10 11 12 12 11 12 12 13 8 4 2 -0.474304 -0.352261 -0.397467 -0.381653 -0.387903 -0.385684 -0.386781 -0.385709 -0.383313 -0.374729 -0.39627 -0.443232 -0.398645 -0.37276 -0.38187 -0.385073 -0.386484 -0.385446 -0.388384 -0.380562 -0.40249 -0.34472 -0.498181 
2 -9.08821 0.521373 2 4 8 13 12 12 12 12 12 11 12 10 10 11 12 12 11 12 12 13 8 4 2 -0.474304 -0.352261 -0.397468 -0.381653 -0.387914 -0.385718 -0.386763 -0.385528 -0.379246 -0.378884 -0.399793 -0.451279 -0.402346 -0.377018 -0.377387 -0.384501 -0.386404 -0.385404 -0.388386 -0.380561 -0.40249 -0.34472 -0.498181 
2.25 -9.09455 0.566796 2 4 8 12 12 12 12 12 13 11 13 10 11 11 13 12 11 12 12 12 8 4 2 -0.474304 -0.352261 -0.397469 -0.381654 -0.387941 -0.385746 -0.386685 -0.384149 -0.376581 -0.380021 -0.40423 -0.455138 -0.406728 -0.378584 -0.374531 -0.382647 -0.386206 -0.385343 -0.388382 -0.38056 -0.402491 -0.34472 -0.498181 
2.5 -9.10675 0.60447 2 4 8 12 11 12 12 12 13 13 13 12 12 13 13 12 10 12 12 12 8 4 2 -0.474304 -0.352261 -0.397471 -0.381657 -0.387988 -0.385742 -0.386599 -0.380962 -0.377156 -0.384817 -0.408601 -0.454775 -0.410892 -0.383894 -0.375248 -0.378915 -0.385902 -0.385248 -0.388369 -0.380558 -0.402492 -0.34472 -0.498181 
2.75 -9.1222 0.63361 2 4 8 12 11 12 13 12 13 13 13 14 13 13 14 12 11 12 11 12 8 4 2 -0.474304 -0.35226 -0.397475 -0.381658 -0.388045 -0.385673 -0.386551 -0.37673 -0.379021 -0.393063 -0.412768 -0.450604 -0.414697 -0.392733 -0.377532 -0.374116 -0.385587 -0.385089 -0.388342 -0.380552 -0.402494 -0.34472 -0.498182 
3 -9.12879 0.653798 2 4 8 12 11 12 13 13 13 13 13 14 13 13 14 13 11 12 11 12 8 4 2 -0.474304 -0.35226 -0.397481 -0.381671 -0.388092 -0.385554 -0.385364 -0.374074 -0.376165 -0.403088 -0.416476 -0.443504 -0.417887 -0.403232 -0.375437 -0.371084 -0.384072 -0.384807 -0.388299 -0.380539 -0.402496 -0.34472 -0.498182 
3.25 -9.14144 0.666162 2 4 8 12 11 12 13 14 13 14 14 14 14 14 14 13 11 12 11 12 8 4 2 -0.474305 -0.35226 -0.397488 -0.381707 -0.388102 -0.385457 -0.382172 -0.375298 -0.376027 -0.413188 -0.41939 -0.434643 -0.420245 -0.413793 -0.376049 -0.372268 -0.380486 -0.384423 -0.388226 -0.380515 -0.402498 -0.34472 -0.498182 
3.5 -9.15821 0.673669 2 4 8 12 11 12 13 15 13 14 15 16 15 15 14 13 11 12 11 12 8 4 2 -0.474306 -0.352261 -0.397494 -0.381758 -0.388031 -0.385483 -0.377498 -0.37893 -0.378866 -0.422623 -0.421303 -0.42528 -0.421615 -0.423604 -0.379561 -0.376157 -0.375387 -0.384084 -0.388089 -0.380479 -0.402496 -0.344719 -0.498183 
3.75 -9.16482 0.680111 2 4 8 12 11 12 13 15 13 15 17 18 15 15 15 14 12 12 11 12 8 4 2 -0.474306 -0.352265 -0.397508 -0.381812 -0.387874 -0.384576 -0.373771 -0.377682 -0.383705 -0.430624 -0.422167 -0.416596 -0.421997 -0.431771 -0.384875 -0.375523 -0.371393 -0.382737 -0.387817 -0.380432 -0.402485 -0.344719 -0.498184 
4 -9.17702 0.688447 2 4 8 12 11 12 13 15 13 15 18 18 16 16 15 14 12 12 11 12 8 4 2 -0.474307 -0.352271 -0.397541 -0.381848 -0.387681 -0.381828 -0.373389 -0.379139 -0.389509 -0.436407 -0.422077 -0.409563 -0.421511 -0.437608 -0.391012 -0.377672 -0.371051 -0.379471 -0.387402 -0.380365 -0.402461 -0.344719 -0.498184 
4.25 -9.19355 0.699902 2 4 8 12 11 12 13 15 14 17 19 19 18 17 15 15 12 12 12 12 8 4 2 -0.474309 -0.352277 -0.39758 -0.381833 -0.387535 -0.377789 -0.374963 -0.38367 -0.39605 -0.43947 -0.421222 -0.404863 -0.420378 -0.440619 -0.397699 -0.382948 -0.37292 -0.374879 -0.38697 -0.380253 -0.40242 -0.344717 -0.498184 
4.5 -9.2007 0.714515 2 4 8 12 11 13 14 15 15 19 19 20 18 19 15 15 13 13 13 12 8 4 2 -0.474311 -0.352294 -0.397611 -0.381769 -0.386434 -0.374703 -0.371565 -0.390235 -0.402921 -0.439677 -0.419833 -0.402841 -0.418854 -0.440678 -0.404474 -0.390106 -0.370192 -0.371397 -0.385518 -0.380037 -0.402358 -0.34471 -0.498184 
4.75 -9.21292 0.732356 2 4 8 12 12 13 14 15 15 19 20 22 19 19 17 15 14 13 13 12 8 4 2 -0.474315 -0.352336 -0.397604 -0.381719 -0.383325 -0.375213 -0.370224 -0.397536 -0.409506 -0.437251 -0.418145 -0.403502 -0.417184 -0.438031 -0.410825 -0.397963 -0.369562 -0.37184 -0.381979 -0.379715 -0.402262 -0.344696 -0.498182 
5 -9.22985 0.753994 2 4 8 12 12 13 14 15 16 20 23 23 22 20 18 16 14 13 13 12 8 4 2 -0.474314 -0.352395 -0.39752 -0.381782 -0.378659 -0.37818 -0.371757 -0.405208 -0.415227 -0.432718 -0.416374 -0.406536 -0.415574 -0.433241 -0.416222 -0.406105 -0.371784 -0.375031 -0.376842 -0.379428 -0.402101 -0.344675 -0.498175 
5.25 -9.23771 0.779669 2 4 8 12 12 14 14 17 17 20 24 25 23 20 19 18 14 13 13 12 8 4 2 -0.474318 -0.352462 -0.397345 -0.381115 -0.374558 -0.376393 -0.375497 -0.412771 -0.419649 -0.426816 -0.414706 -0.41137 -0.414184 -0.427081 -0.420271 -0.413938 -0.376044 -0.373848 -0.372389 -0.378348 -0.401809 -0.344646 -0.498157 
5.5 -9.24935 0.808273 2 4 8 12 12 14 14 18 18 21 25 28 24 21 20 18 15 14 13 12 8 4 2 -0.474337 -0.352518 -0.397131 -0.378601 -0.373682 -0.376004 -0.380454 -0.419535 -0.422521 -0.420381 -0.413291 -0.417253 -0.413126 -0.420423 -0.422762 -0.420844 -0.381419 -0.37417 -0.371462 -0.375345 -0.401361 -0.344605 -0.498122 
5.75 -9.26585 0.837544 2 4 8 12 12 14 16 19 19 23 26 29 26 23 20 19 15 14 13 12 8 4 2 -0.474361 -0.352533 -0.396965 -0.374646 -0.37507 -0.378353 -0.386522 -0.424856 -0.423787 -0.414248 -0.412244 -0.423354 -0.412465 -0.41412 -0.423681 -0.426196 -0.387767 -0.377277 -0.373061 -0.370864 -0.400884 -0.34453 -0.498064 
6 -9.27475 0.865222 2 4 8 12 12 14 16 20 20 25 28 32 28 24 21 20 15 15 14 12 8 4 2 -0.474372 -0.352497 -0.396133 -0.371108 -0.372208 -0.382805 -0.393454 -0.428278 -0.423567 -0.409146 -0.411641 -0.428861 -0.412221 -0.408908 -0.423186 -0.429542 -0.394767 -0.382359 -0.370773 -0.366908 -0.399665 -0.344373 -0.497979 
6.25 -9.28591 0.890034 2 4 8 13 13 14 17 20 21 25 30 36 30 26 22 20 15 15 14 13 8 4 2 -0.474342 -0.352466 -0.393332 -0.370903 -0.369889 -0.388138 -0.400711 -0.429584 -0.422117 -0.40562 -0.411515 -0.433078 -0.412378 -0.405336 -0.421562 -0.430675 -0.401953 -0.388262 -0.369127 -0.36661 -0.396344 -0.344114 -0.497852 
6.5 -9.30218 0.911775 2 4 8 13 13 15 18 20 22 27 34 38 34 28 23 21 16 15 14 13 8 4 2 -0.474229 -0.352529 -0.388882 -0.373351 -0.370245 -0.394157 -0.407669 -0.428816 -0.419784 -0.403984 -0.411855 -0.435505 -0.412884 -0.403718 -0.419168 -0.429663 -0.408748 -0.394768 -0.370157 -0.369259 -0.391289 -0.343871 -0.497651 
6.75 -9.31222 0.93061 2 4 8 13 13 16 19 21 23 29 36 43 36 30 25 22 18 17 14 13 8 4 2 -0.474004 -0.352235 -0.384286 -0.37236 -0.372924 -0.400632 -0.413759 -0.426253 -0.416954 -0.404309 -0.412602 -0.435889 -0.413661 -0.404113 -0.416391 -0.426814 -0.414611 -0.401553 -0.373371 -0.368839 -0.386114 -0.343229 -0.497313 
7 -9.32306 0.946506 2 4 8 13 14 18 20 22 25 31 40 46 39 31 26 23 18 18 15 13 8 4 2 -0.473711 -0.350311 -0.382571 -0.371075 -0.376857 -0.407064 -0.418536 -0.422366 -0.414004 -0.40643 -0.413656 -0.434249 -0.414608 -0.40634 -0.413599 -0.422635 -0.419125 -0.408156 -0.377729 -0.368292 -0.38403 -0.340927 -0.496788 
7.25 -9.33946 0.959316 2 4 8 14 15 19 20 25 26 34 43 49 43 35 28 24 19 19 17 13 8 4 2 -0.473422 -0.346971 -0.383377 -0.372312 -0.381971 -0.412862 -0.421725 -0.417743 -0.411272 -0.409985 -0.414881 -0.430863 -0.41561 -0.410018 -0.411112 -0.417745 -0.422047 -0.414022 -0.383154 -0.370315 -0.384681 -0.337203 -0.496172 
7.5 -9.35049 0.969204 2 4 8 14 16 19 21 26 29 37 47 54 47 38 30 27 21 21 17 14 8 4 2 -0.472708 -0.343597 -0.380834 -0.375699 -0.388193 -0.4175 -0.423242 -0.413014 -0.409038 -0.414466 -0.416126 -0.426225 -0.416549 -0.41462 -0.409174 -0.412796 -0.42332 -0.418633 -0.389497 -0.374413 -0.382287 -0.333519 -0.495041 
7.75 -9.36037 0.976941 2 4 8 14 17 20 23 27 32 40 51 57 51 41 32 27 22 21 18 14 8 4 2 -0.469893 -0.34361 -0.376958 -0.379897 -0.395144 -0.420585 -0.42318 -0.408762 -0.407508 -0.419278 -0.417239 -0.42097 -0.417319 -0.419535 -0.407947 -0.408392 -0.423068 -0.421602 -0.396418 -0.379249 -0.378693 -0.333549 -0.491569 
8 -9.37557 0.983822 2 4 8 15 18 22 23 29 34 45 54 63 54 45 35 30 23 22 19 14 8 4 2 -0.465233 -0.346669 -0.375558 -0.384713 -0.402281 -0.4219 -0.421788 -0.405465 -0.406808 -0.423811 -0.418098 -0.415784 -0.417843 -0.424143 -0.407513 -0.405022 -0.421552 -0.422731 -0.403438 -0.384636 -0.377597 -0.336924 -0.48606 
8.25 -9.38728 0.991341 2 4 8 15 19 22 25 32 39 48 59 69 59 48 39 32 25 22 21 15 8 4 2 -0.459457 -0.347949 -0.376565 -0.390056 -0.409056 -0.421438 -0.419413 -0.403449 -0.406978 -0.427506 -0.418621 -0.411309 -0.418083 -0.42788 -0.407874 -0.403011 -0.419132 -0.422026 -0.410038 -0.390401 -0.37881 -0.33888 -0.479345 
8.5 -9.39922 1.00085 2 4 8 15 19 23 26 33 41 51 63 74 64 52 41 33 25 23 21 15 8 4 2 -0.455083 -0.348135 -0.378988 -0.395565 -0.414982 -0.419385 -0.416452 -0.402874 -0.407971 -0.429919 -0.418782 -0.408065 -0.418048 -0.430301 -0.408958 -0.402509 -0.416208 -0.419702 -0.415759 -0.396188 -0.381337 -0.339977 -0.474029 
8.75 -9.41855 1.01328 2 4 8 15 19 24 27 36 45 55 69 81 69 57 45 37 27 24 21 15 8 4 2 -0.452842 -0.35047 -0.382782 -0.400724 -0.419691 -0.416104 -0.413297 -0.40373 -0.409655 -0.430776 -0.418607 -0.406384 -0.417785 -0.431134 -0.410625 -0.403488 -0.413174 -0.416141 -0.420263 -0.401513 -0.385202 -0.343249 -0.470915 
9 -9.4312 1.02902 2 4 8 16 20 26 30 40 49 60 74 86 74 61 50 40 30 27 22 16 8 4 2 -0.446313 -0.354478 -0.388036 -0.404998 -0.422963 -0.41207 -0.410308 -0.405852 -0.411825 -0.430005 -0.418162 -0.406388 -0.417369 -0.43031 -0.41268 -0.405759 -0.410376 -0.411841 -0.42336 -0.405846 -0.390396 -0.348175 -0.463695 
9.25 -9.43122 1.0479 2 4 8 16 21 29 32 44 53 64 79 95 79 65 54 44 32 29 23 16 8 4 2 -0.434579 -0.358407 -0.394532 -0.407892 -0.424741 -0.407802 -0.407785 -0.408946 -0.414228 -0.427742 -0.41754 -0.407984 -0.416884 -0.427972 -0.414889 -0.409008 -0.40809 -0.407345 -0.425021 -0.408689 -0.396716 -0.353049 -0.451375 
9.5 -9.43122 1.06928 2 4 8 16 23 30 36 48 57 71 85 104 85 72 58 48 35 30 25 16 8 4 2 -0.424721 -0.361868 -0.401852 -0.409011 -0.425125 -0.403795 -0.405963 -0.412618 -0.416593 -0.424309 -0.416842 -0.410889 -0.416411 -0.424451 -0.417009 -0.412821 -0.406518 -0.403168 -0.42536 -0.409649 -0.40386 -0.357436 -0.44095 
9.75 -9.43122 1.09223 2 4 8 16 25 32 38 52 62 75 91 109 92 77 63 52 38 32 26 16 8 4 2 -0.417195 -0.364644 -0.409583 -0.408108 -0.424335 -0.400464 -0.405004 -0.416414 -0.418668 -0.420165 -0.416166 -0.414675 -0.416015 -0.420216 -0.418819 -0.416731 -0.405787 -0.399737 -0.424605 -0.408487 -0.411451 -0.361073 -0.432877 
