0.1 -386.972 23
0.2 -386.944 23
0.3 -386.927 23
0.4 -386.918 22
0.5 -386.914 22
0.6 -386.912 22
0.7 -386.911 22
0.8 -386.91 22
0.9 -386.91 22
1 -386.91 22
