tval energy MaxDim localEnergy 
0 -264.423 36 -0.285921 -0.285921 -0.285921 -0.285921 -0.300555 -0.300555 -0.300555 -0.300555 -0.302238 -0.302238 -0.302238 -0.302238 -0.302468 -0.302468 -0.302468 -0.302468 -0.302503 -0.302503 -0.302503 -0.302503 -0.302508 -0.302508 -0.302508 -0.302508 -0.302509 -0.302509 -0.302509 -0.302509 -0.302509 -0.302509 -0.302509 -0.302509 -0.302509 -0.302509 -0.302509 -0.302509 -0.302509 -0.302509 -0.302509 -0.302509 -0.302507 -0.302507 -0.302507 -0.302507 -0.302494 -0.302494 -0.302494 -0.302494 -0.302413 -0.302413 -0.302413 -0.302413 -0.301849 -0.301849 -0.301849 -0.301849 -0.297038 -0.297038 -0.297038 -0.297038 -0.141848 -0.141848 -0.141848 -0.141848 
0.1 -264.143 34 -0.256733 -0.257898 -0.257594 -0.240454 -0.26546 -0.266792 -0.266426 -0.248953 -0.266302 -0.267655 -0.267279 -0.249804 -0.266409 -0.267763 -0.267385 -0.249911 -0.266424 -0.267778 -0.2674 -0.249926 -0.266426 -0.26778 -0.267402 -0.249928 -0.266426 -0.267781 -0.267402 -0.249928 -0.266426 -0.267781 -0.267402 -0.249928 -0.266426 -0.267781 -0.267402 -0.249928 -0.266426 -0.267781 -0.267402 -0.249928 -0.266425 -0.26778 -0.267401 -0.249927 -0.26642 -0.267774 -0.267396 -0.249922 -0.266384 -0.267737 -0.267358 -0.249885 -0.26611 -0.267452 -0.267074 -0.249606 -0.263549 -0.264853 -0.26457 -0.247222 -0.141479 -0.141704 -0.141377 -0.125277 
0.2 -263.967 31 -0.247655 -0.249028 -0.248668 -0.227572 -0.253835 -0.255402 -0.254995 -0.233403 -0.254323 -0.255912 -0.255497 -0.233898 -0.25438 -0.255971 -0.255554 -0.233955 -0.254388 -0.255978 -0.255561 -0.233962 -0.254389 -0.255979 -0.255562 -0.233963 -0.254389 -0.255979 -0.255562 -0.233963 -0.254389 -0.255979 -0.255562 -0.233963 -0.254389 -0.255979 -0.255562 -0.233963 -0.254389 -0.255979 -0.255562 -0.233963 -0.254388 -0.255979 -0.255562 -0.233963 -0.254386 -0.255976 -0.255559 -0.23396 -0.254367 -0.255957 -0.25554 -0.233942 -0.254215 -0.255794 -0.255378 -0.233785 -0.252668 -0.254234 -0.253941 -0.232497 -0.140532 -0.140786 -0.140422 -0.120596 
0.3 -264.005 29 -0.258235 -0.259724 -0.259313 -0.237746 -0.263906 -0.265615 -0.265185 -0.24299 -0.264276 -0.266008 -0.265574 -0.243367 -0.264316 -0.26605 -0.265614 -0.243407 -0.264321 -0.266055 -0.265619 -0.243412 -0.264321 -0.266056 -0.26562 -0.243413 -0.264322 -0.266056 -0.26562 -0.243413 -0.264322 -0.266056 -0.26562 -0.243413 -0.264322 -0.266056 -0.26562 -0.243413 -0.264322 -0.266056 -0.26562 -0.243413 -0.264321 -0.266055 -0.265619 -0.243413 -0.26432 -0.266054 -0.265618 -0.243411 -0.264307 -0.26604 -0.265604 -0.243398 -0.264196 -0.265921 -0.265486 -0.243283 -0.262984 -0.264722 -0.264442 -0.242413 -0.146432 -0.146707 -0.146328 -0.126173 
0.4 -264.077 29 -0.276118 -0.27779 -0.277312 -0.25599 -0.282394 -0.284324 -0.283842 -0.26177 -0.282754 -0.284711 -0.284229 -0.262138 -0.28279 -0.284749 -0.284265 -0.262175 -0.282794 -0.284753 -0.284269 -0.262179 -0.282795 -0.284754 -0.28427 -0.26218 -0.282795 -0.284754 -0.28427 -0.26218 -0.282795 -0.284754 -0.28427 -0.26218 -0.282795 -0.284754 -0.28427 -0.26218 -0.282795 -0.284754 -0.28427 -0.26218 -0.282795 -0.284754 -0.28427 -0.262179 -0.282793 -0.284752 -0.284268 -0.262178 -0.282783 -0.28474 -0.284257 -0.262167 -0.28268 -0.284629 -0.284147 -0.26206 -0.281455 -0.283434 -0.283146 -0.261263 -0.155227 -0.155534 -0.155117 -0.135403 
0.5 -264.103 30 -0.298674 -0.300606 -0.300041 -0.27911 -0.306431 -0.308675 -0.308107 -0.286297 -0.306868 -0.309148 -0.308583 -0.286748 -0.306911 -0.309192 -0.308626 -0.286791 -0.306915 -0.309197 -0.308631 -0.286795 -0.306916 -0.309198 -0.308632 -0.286796 -0.306916 -0.309198 -0.308632 -0.286796 -0.306916 -0.309198 -0.308632 -0.286796 -0.306916 -0.309198 -0.308632 -0.286796 -0.306916 -0.309198 -0.308632 -0.286796 -0.306916 -0.309198 -0.308631 -0.286796 -0.306914 -0.309196 -0.30863 -0.286794 -0.306902 -0.309183 -0.308617 -0.286782 -0.30678 -0.309052 -0.308488 -0.286657 -0.305262 -0.307567 -0.307246 -0.28566 -0.166101 -0.166453 -0.165972 -0.146908 
0.6 -264.026 32 -0.325802 -0.328073 -0.327397 -0.306866 -0.335988 -0.338647 -0.337956 -0.316407 -0.336617 -0.339327 -0.338644 -0.317059 -0.336679 -0.339393 -0.338707 -0.317123 -0.336686 -0.3394 -0.338714 -0.317129 -0.336687 -0.3394 -0.338714 -0.31713 -0.336687 -0.339401 -0.338715 -0.31713 -0.336687 -0.339401 -0.338715 -0.31713 -0.336687 -0.339401 -0.338715 -0.31713 -0.336687 -0.339401 -0.338714 -0.31713 -0.336687 -0.3394 -0.338714 -0.31713 -0.336685 -0.339398 -0.338712 -0.317128 -0.336667 -0.339379 -0.338693 -0.31711 -0.336489 -0.339189 -0.338508 -0.31693 -0.33434 -0.337063 -0.336688 -0.315408 -0.179113 -0.179524 -0.178951 -0.160616 
0.7 -263.779 34 -0.358387 -0.361087 -0.36027 -0.340109 -0.372268 -0.375461 -0.374602 -0.353272 -0.373279 -0.376549 -0.3757 -0.354323 -0.373388 -0.376663 -0.375811 -0.354434 -0.3734 -0.376676 -0.375824 -0.354447 -0.373402 -0.376677 -0.375825 -0.354448 -0.373402 -0.376678 -0.375825 -0.354449 -0.373402 -0.376678 -0.375825 -0.354449 -0.373402 -0.376678 -0.375825 -0.354449 -0.373402 -0.376678 -0.375825 -0.354449 -0.373402 -0.376677 -0.375825 -0.354448 -0.373398 -0.376673 -0.375821 -0.354444 -0.373365 -0.376639 -0.375787 -0.354412 -0.373062 -0.376317 -0.375474 -0.354107 -0.369776 -0.373025 -0.372573 -0.351572 -0.194703 -0.19519 -0.194496 -0.176938 
0.8 -263.266 37 -0.39805 -0.401291 -0.40029 -0.380459 -0.417504 -0.421378 -0.420287 -0.399125 -0.419239 -0.423232 -0.422157 -0.400932 -0.419455 -0.423457 -0.422378 -0.401154 -0.419483 -0.423486 -0.422406 -0.401182 -0.419486 -0.423489 -0.42241 -0.401186 -0.419487 -0.42349 -0.42241 -0.401186 -0.419487 -0.42349 -0.42241 -0.401186 -0.419487 -0.42349 -0.42241 -0.401186 -0.419486 -0.42349 -0.42241 -0.401186 -0.419485 -0.423488 -0.422409 -0.401185 -0.419476 -0.423479 -0.422399 -0.401176 -0.419407 -0.423406 -0.422328 -0.401106 -0.418834 -0.422803 -0.421744 -0.400535 -0.413566 -0.417473 -0.416918 -0.396157 -0.213631 -0.214215 -0.213362 -0.196628 
0.9 -262.328 39 -0.447325 -0.451244 -0.450001 -0.430458 -0.475264 -0.480002 -0.478594 -0.457556 -0.478372 -0.483296 -0.481915 -0.460796 -0.478832 -0.483775 -0.482387 -0.46127 -0.4789 -0.483845 -0.482456 -0.46134 -0.478911 -0.483856 -0.482466 -0.461351 -0.478912 -0.483858 -0.482468 -0.461353 -0.478912 -0.483858 -0.482468 -0.461353 -0.478912 -0.483858 -0.482468 -0.461353 -0.478912 -0.483857 -0.482467 -0.461352 -0.478908 -0.483853 -0.482464 -0.461348 -0.478883 -0.483827 -0.482438 -0.461323 -0.478716 -0.483653 -0.482268 -0.461156 -0.477564 -0.482454 -0.481106 -0.460015 -0.468844 -0.473573 -0.472882 -0.452334 -0.237049 -0.237761 -0.236703 -0.220852 
