time szsz spsm sz 
0 0.209866 -0.199703 0.204405 -0.203696 0.203879 -0.203796 0.203809 -0.203805 0.203805 -0.203806 0.203802 -0.203806 0.203782 -0.204036 0.203751 -0.22659 0.25 -0.22659 0.203751 -0.204036 0.203782 -0.203806 0.203802 -0.203806 0.203805 -0.203809 0.203796 -0.203879 0.203696 -0.204405 0.199703 -0.209866 1.01732e-10 -4.41906e-10 1.86918e-09 -5.28938e-09 1.08295e-08 2.76171e-08 -3.315e-07 1.66658e-06 -8.35725e-06 2.27475e-05 -3.3039e-05 1.32222e-05 0.00158398 -0.00724954 0.0242262 -0.149985 0.951448 -0.149985 0.0242262 -0.00724954 0.00158398 1.32223e-05 -3.3039e-05 2.27476e-05 -8.35714e-06 1.66667e-06 -3.31394e-07 2.7673e-08 1.081e-08 -5.3471e-09 1.79026e-09 -5.73097e-10 0.464872 -0.442361 0.452776 -0.451205 0.451612 -0.451426 0.451456 -0.451447 0.451448 -0.451448 0.451448 -0.451448 0.451448 -0.451448 0.451448 -0.451448 0.451448 -0.451448 0.451448 -0.451448 0.451448 -0.451448 0.451448 -0.451448 0.451447 -0.451456 0.451426 -0.451612 0.451205 -0.452776 0.442361 -0.464872 
1 0.196287 -0.186782 0.191179 -0.190516 0.190688 -0.19061 0.190622 -0.190618 0.190619 -0.190619 0.190614 -0.190621 0.190562 -0.190926 0.185921 -0.217739 0.25 -0.217384 0.190505 -0.190898 0.190589 -0.19062 0.190616 -0.19062 0.190618 -0.190622 0.19061 -0.190688 0.190516 -0.191179 0.186782 -0.196287 1.34141e-10 -5.37283e-10 2.38834e-09 -5.01351e-09 1.4843e-08 4.80593e-08 -3.86073e-07 1.69064e-06 -1.07392e-05 2.12021e-05 -3.96246e-05 -8.81049e-05 0.00216096 -0.00924702 0.0363839 -0.17042 0.922239 -0.168326 0.0273576 -0.00799613 0.00173431 3.26336e-05 -4.10018e-05 2.99312e-05 -9.43122e-06 2.10445e-06 -3.6756e-07 2.06662e-08 1.28265e-08 -7.83593e-09 2.5853e-09 -8.06492e-10 0.464872 -0.44236 0.452775 -0.451205 0.451611 -0.451426 0.451455 -0.451446 0.451448 -0.451448 0.451449 -0.451448 0.451414 -0.451274 0.441708 -0.422239 0.422239 -0.441708 0.451274 -0.451414 0.451448 -0.451449 0.451448 -0.451448 0.451446 -0.451455 0.451426 -0.451611 0.451205 -0.452775 0.442361 -0.464872 
2 0.0980961 -0.0933459 0.0955435 -0.0952122 0.0952979 -0.0952588 0.0952647 -0.0952636 0.095262 -0.0952747 0.0952303 -0.0953556 0.094564 -0.0966768 0.074555 -0.176226 0.25 -0.146128 0.0957555 -0.0957049 0.0952558 -0.0952491 0.0952568 -0.0952641 0.0952632 -0.095265 0.0952588 -0.0952979 0.0952122 -0.0955435 0.0933459 -0.0980961 6.19004e-10 -1.54098e-09 4.83723e-09 -2.16914e-09 -4.02492e-08 3.8456e-07 -1.78882e-06 6.48177e-06 -2.2467e-05 1.65802e-05 0.000119163 -0.00105335 0.00733634 -0.0270556 0.115905 -0.31971 0.711017 -0.23852 0.0459122 -0.0136004 0.00265334 -0.000156179 -3.64002e-05 4.20125e-05 -1.32798e-05 3.5024e-06 -6.53148e-07 5.97731e-08 1.35098e-08 -1.07654e-08 3.83718e-09 -1.28473e-09 0.464872 -0.442361 0.452776 -0.451205 0.451611 -0.451426 0.451455 -0.451447 0.451449 -0.451466 0.45148 -0.451545 0.450068 -0.440965 0.374936 -0.211018 0.211017 -0.374936 0.440965 -0.450068 0.451545 -0.45148 0.451466 -0.451449 0.451447 -0.451455 0.451426 -0.451611 0.451205 -0.452776 0.442361 -0.464872 
3 0.0496648 -0.0472598 0.0483725 -0.0482047 0.0482481 -0.0482284 0.0482314 -0.0482312 0.0482288 -0.0482405 0.0481951 -0.0483251 0.0470397 -0.0530828 0.0467524 -0.16578 0.25 -0.123767 0.0480821 -0.0489283 0.0480773 -0.0482359 0.0482195 -0.0482336 0.0482306 -0.0482317 0.0482283 -0.0482481 0.0482047 -0.0483725 0.0472599 -0.0496649 1.35031e-09 -2.4205e-09 5.09196e-09 2.34622e-08 -2.07317e-07 9.58883e-07 -4.92537e-06 1.09014e-05 -2.59048e-05 -2.64946e-05 0.000952097 -0.00440775 0.0188353 -0.072205 0.133545 -0.349953 0.606836 -0.269771 0.0830185 -0.0232165 0.00542939 -0.00103239 6.51341e-05 3.00359e-05 -1.41621e-05 5.93333e-06 -1.2559e-06 2.59014e-07 -1.27575e-08 -8.80711e-09 4.72811e-09 -2.05265e-09 0.464872 -0.442361 0.452775 -0.451205 0.451611 -0.451426 0.451455 -0.451447 0.451465 -0.451479 0.451522 -0.450064 0.441646 -0.360495 0.24122 -0.106835 0.106836 -0.241221 0.360496 -0.441646 0.450063 -0.451522 0.451479 -0.451465 0.451447 -0.451455 0.451426 -0.451611 0.451205 -0.452775 0.442361 -0.464872 
4 0.0904638 -0.0860832 0.0881099 -0.0878043 0.0878833 -0.0878474 0.0878533 -0.0878539 0.0878564 -0.0878586 0.0876183 -0.0862099 0.0747546 -0.0626886 0.066248 -0.158955 0.25 -0.145532 0.0598165 -0.0829305 0.0857076 -0.0877901 0.0878292 -0.0878631 0.0878517 -0.087854 0.0878473 -0.0878834 0.0878043 -0.0881099 0.0860832 -0.0904638 1.027e-09 8.27361e-10 -2.41468e-08 1.21736e-07 -6.02507e-07 2.09041e-06 -3.5161e-06 -6.39656e-07 6.86112e-05 -0.00074477 0.00310744 -0.0135294 0.0433654 -0.112847 0.101747 -0.260678 0.694599 -0.287083 0.124392 -0.0619169 0.0165421 -0.00361466 0.000782658 -2.6015e-05 -1.82816e-05 1.30009e-05 -3.89034e-06 9.81084e-07 -8.59394e-08 3.92252e-10 9.20016e-09 -5.11623e-09 0.464872 -0.442361 0.452776 -0.451205 0.451611 -0.451426 0.451458 -0.451457 0.451509 -0.451437 0.450501 -0.439081 0.375367 -0.185546 0.115968 -0.1946 0.194599 -0.115967 0.185544 -0.375365 0.439081 -0.450501 0.451437 -0.451509 0.451457 -0.451458 0.451426 -0.451612 0.451205 -0.452776 0.442361 -0.464872 
5 0.088951 -0.0846436 0.0866364 -0.0863359 0.0864136 -0.0863786 0.0863864 -0.0863904 0.0863821 -0.0862044 0.0843261 -0.0730656 0.0464006 -0.04948 0.0527353 -0.138883 0.25 -0.143514 0.0617778 -0.0732533 0.0685576 -0.0853804 0.0860339 -0.0864178 0.0863788 -0.0863887 0.0863782 -0.0864138 0.0863359 -0.0866364 0.0846436 -0.088951 7.52115e-10 1.58592e-08 -1.24005e-07 5.65159e-07 -2.39861e-06 4.93548e-06 -9.06384e-06 -4.65624e-05 0.000492015 -0.00218339 0.00923511 -0.0318779 0.067556 -0.0876149 0.0874599 -0.25011 0.691345 -0.282425 0.124671 -0.105291 0.0570752 -0.0141424 0.00366803 -0.000771609 8.28273e-05 3.71104e-06 -6.89895e-06 3.27801e-06 -5.86077e-07 1.60404e-07 -1.79059e-08 -2.53481e-09 0.464872 -0.442361 0.452775 -0.451205 0.451611 -0.451427 0.451472 -0.451481 0.451514 -0.450135 0.440975 -0.361341 0.222763 -0.0943177 0.117406 -0.191345 0.191345 -0.117407 0.0943194 -0.222763 0.361342 -0.440977 0.450135 -0.451514 0.451481 -0.451472 0.451427 -0.451611 0.451205 -0.452775 0.442361 -0.464872 
6 0.0511102 -0.0486353 0.0497803 -0.0496078 0.0496523 -0.049635 0.049634 -0.0496545 0.0494313 -0.0489592 0.0385327 -0.0378433 0.019834 -0.041179 0.0501247 -0.146121 0.25 -0.137411 0.0592604 -0.0390176 0.0289733 -0.0443607 0.0483532 -0.0495803 0.0496275 -0.0496421 0.0496326 -0.0496527 0.0496077 -0.0497804 0.0486353 -0.0511103 -1.23491e-08 8.6616e-08 -5.22781e-07 1.79243e-06 -6.36554e-06 6.93038e-06 2.23271e-05 -0.000358152 0.00190314 -0.00701905 0.0318078 -0.0466607 0.0659685 -0.0835859 0.111734 -0.306504 0.609945 -0.269541 0.0942345 -0.0969584 0.0783151 -0.0350226 0.0105226 -0.00241346 0.000540265 -3.78585e-05 -9.86452e-06 7.38121e-06 -1.98412e-06 6.11103e-07 -1.12281e-07 1.56031e-08 0.464872 -0.442361 0.452776 -0.451205 0.451613 -0.451439 0.451508 -0.451466 0.450383 -0.439496 0.370557 -0.192478 0.0936201 -0.154039 0.198438 -0.109944 0.109945 -0.198441 0.154042 -0.0936199 0.192475 -0.370555 0.439495 -0.450383 0.451465 -0.451508 0.451439 -0.451613 0.451205 -0.452776 0.442361 -0.464872 
7 0.0409037 -0.038923 0.0398394 -0.0397016 0.0397371 -0.0397282 0.0397124 -0.0396905 0.0385193 -0.0356222 0.0164326 -0.0274351 0.0346668 -0.0451655 0.0603662 -0.163685 0.25 -0.135322 0.0439495 -0.041165 0.0310608 -0.0218916 0.0341653 -0.038809 0.0396408 -0.0397234 0.0397243 -0.039738 0.0397014 -0.0398394 0.038923 -0.0409037 -1.08754e-07 3.69788e-07 -1.78603e-06 3.43015e-06 -6.62814e-06 -2.75445e-05 0.000367252 -0.00164394 0.00692258 -0.0229336 0.0501506 -0.0654012 0.0435293 -0.0768936 0.115738 -0.319828 0.587989 -0.273613 0.0878102 -0.0458467 0.0493422 -0.045825 0.0200151 -0.00604844 0.0014374 -0.000310397 2.62605e-05 5.61536e-06 -3.07074e-06 1.51947e-06 -3.79718e-07 1.03268e-07 0.464872 -0.442361 0.452776 -0.451206 0.451627 -0.451466 0.451509 -0.450198 0.440455 -0.363819 0.2088 -0.0914874 0.121517 -0.176803 0.161077 -0.0879886 0.0879893 -0.161079 0.176804 -0.121514 0.0914835 -0.208803 0.363823 -0.440453 0.450198 -0.451509 0.451467 -0.451627 0.451206 -0.452776 0.442361 -0.464872 
8 0.0617147 -0.0587263 0.0601091 -0.0599023 0.0599595 -0.059936 0.0597802 -0.0585529 0.0493698 -0.0317143 0.0236918 -0.0383036 0.0420907 -0.0469018 0.0574762 -0.149925 0.25 -0.141153 0.0493643 -0.0541102 0.0343191 -0.0251233 0.0308495 -0.0498509 0.0584912 -0.0597931 0.0599329 -0.0599602 0.0599022 -0.0601091 0.0587263 -0.0617148 -3.71989e-07 1.05687e-06 -2.9842e-06 6.4351e-07 2.36991e-05 -0.000279502 0.00121347 -0.00537607 0.0153607 -0.0453182 0.0299737 -0.0221753 0.0475146 -0.092383 0.104274 -0.276384 0.632756 -0.286385 0.114267 -0.0716519 0.0416212 -0.041214 0.0364113 -0.0164898 0.00472356 -0.00113082 0.000243781 -1.83632e-05 -1.2626e-06 1.49707e-06 -7.30719e-07 2.49312e-07 0.464872 -0.442361 0.452778 -0.45122 0.45166 -0.45146 0.450318 -0.439821 0.367519 -0.198465 0.0841519 -0.134581 0.197712 -0.122004 0.0796694 -0.132757 0.132756 -0.0796738 0.122007 -0.197715 0.134584 -0.0841589 0.198472 -0.367518 0.439822 -0.450317 0.45146 -0.451659 0.45122 -0.452778 0.442361 -0.464872 
9 0.0619042 -0.0589067 0.0602954 -0.0600897 0.0601443 -0.0599571 0.0586811 -0.0491361 0.0296856 -0.0192374 0.0243879 -0.0317723 0.0282477 -0.0465413 0.0479797 -0.126386 0.25 -0.147027 0.065736 -0.0561209 0.0355349 -0.0297055 0.0150416 -0.0375194 0.0472229 -0.0590006 0.0599025 -0.0601558 0.060086 -0.0602965 0.0589066 -0.0619044 -9.55069e-07 1.66315e-06 -1.97752e-06 -1.89933e-05 0.000181975 -0.000876625 0.00330215 -0.0137598 0.0209046 -0.0279219 0.0199433 -0.0192503 0.0694364 -0.0915299 0.0901132 -0.248291 0.633164 -0.289027 0.120471 -0.112521 0.060332 -0.0535927 0.0534237 -0.0357799 0.0240859 -0.00534551 0.00144733 -0.000280489 2.21597e-05 7.01343e-06 -3.85758e-06 1.81018e-06 0.464872 -0.442362 0.452791 -0.451249 0.451654 -0.450228 0.440133 -0.365553 0.201453 -0.0896777 0.125275 -0.17447 0.1447 -0.0784559 0.0828063 -0.133171 0.133164 -0.0827969 0.0784456 -0.144692 0.174462 -0.125268 0.0896776 -0.201443 0.365542 -0.440131 0.450228 -0.451654 0.451249 -0.452791 0.442362 -0.464872 
