t=0 enPsi MaxDimPsi enPhi MaxDimPhi Sz(x,y)Sz(Lx/2,1,0) 
0 -136.81 38 -129.179 38 0.196205 0 0.196204 0 0.196204 0 0.274729 0 0.274729 0 0.274729 0 0.320059 0 0.320057 0 0.320057 0 0.350552 0 0.350538 0 0.350538 0 0.374317 0 0.374222 0 0.374222 0 0.396744 0 0.396094 0 0.396093 0 0.425967 0 0.421286 0 0.421286 0 0.496074 0 0.458072 0 0.458072 0 1 0 0.516674 0 0.516674 0 0.495328 0 0.457229 0 0.457229 0 0.423402 0 0.418683 0 0.418683 0 0.39104 0 0.390379 0 0.390379 0 0.36336 0 0.36326 0 0.363259 0 0.330531 0 0.330515 0 0.330514 0 0.283173 0 0.28317 0 0.28317 0 0.202046 0 0.202045 0 0.202045 0 
tval enPhi MaxDimPhi Sz(x,y,t)Sz(Lx/2,1,0) 
0.1 -129.179 35 -0.0865655 0.176135 -0.0865313 0.176139 -0.0866064 0.17613 -0.121201 0.246631 -0.12117 0.246632 -0.121245 0.246627 -0.141204 0.287332 -0.14117 0.287331 -0.141251 0.287328 -0.15467 0.314728 -0.154627 0.314716 -0.154714 0.314713 -0.165182 0.33611 -0.1651 0.336023 -0.165194 0.336021 -0.175148 0.356382 -0.174805 0.355769 -0.174902 0.355764 -0.188377 0.383329 -0.186081 0.378715 -0.186189 0.378711 -0.219449 0.457044 -0.20296 0.413159 -0.203089 0.413163 -0.090308 0.935685 -0.228991 0.476686 -0.229105 0.476693 -0.219126 0.456403 -0.202615 0.412416 -0.202701 0.412417 -0.187252 0.381041 -0.184948 0.376389 -0.185036 0.376388 -0.172637 0.351274 -0.172296 0.350649 -0.172378 0.350646 -0.160353 0.326286 -0.160277 0.326193 -0.160351 0.326191 -0.145842 0.296767 -0.145808 0.296751 -0.145872 0.296748 -0.124935 0.254233 -0.124916 0.254227 -0.124963 0.254227 -0.0891365 0.181394 -0.0891341 0.181394 -0.0891498 0.181392 
0.2 -129.178 37 -0.119983 -0.155517 -0.12 -0.155454 -0.119965 -0.155591 -0.168017 -0.217752 -0.168022 -0.217698 -0.168001 -0.217828 -0.195764 -0.253715 -0.195766 -0.253655 -0.195749 -0.253798 -0.21447 -0.277967 -0.214463 -0.277891 -0.214447 -0.278044 -0.229136 -0.296987 -0.22907 -0.296831 -0.229052 -0.296993 -0.243256 -0.315291 -0.242758 -0.314574 -0.242738 -0.314746 -0.263769 -0.340977 -0.25915 -0.335801 -0.25913 -0.335994 -0.347644 -0.397878 -0.287012 -0.370042 -0.287023 -0.37027 -0.755919 -0.159494 -0.364718 -0.417647 -0.364731 -0.41784 -0.34729 -0.397339 -0.28654 -0.369459 -0.286539 -0.369604 -0.262245 -0.338998 -0.257586 -0.333802 -0.25758 -0.333955 -0.239803 -0.310813 -0.239289 -0.310098 -0.23928 -0.310241 -0.22247 -0.28834 -0.222394 -0.288195 -0.222386 -0.288325 -0.202258 -0.262135 -0.202244 -0.262076 -0.202238 -0.262187 -0.17324 -0.224516 -0.173232 -0.224485 -0.173232 -0.224564 -0.123599 -0.16017 -0.123601 -0.160166 -0.123595 -0.160193 
0.3 -129.178 41 0.192781 -0.0391195 0.192699 -0.0391544 0.192874 -0.0390831 0.26995 -0.0547911 0.269887 -0.0548063 0.270045 -0.0547558 0.314592 -0.0638478 0.314519 -0.06386 0.314693 -0.0638145 0.344783 -0.0699675 0.344689 -0.0699762 0.344874 -0.0699301 0.368658 -0.0748028 0.368439 -0.0747867 0.368635 -0.0747394 0.392311 -0.0796628 0.391135 -0.0793901 0.391349 -0.0793372 0.428934 -0.0907296 0.419894 -0.0854355 0.42014 -0.0853847 0.501686 -0.189165 0.472368 -0.103784 0.472649 -0.103796 0.187586 -0.495623 0.532863 -0.202917 0.533091 -0.20292 0.501117 -0.189202 0.471733 -0.103676 0.471896 -0.10366 0.426575 -0.0902687 0.417498 -0.0849314 0.417684 -0.0849078 0.386829 -0.0785535 0.385656 -0.078264 0.38583 -0.0782335 0.358001 -0.0726454 0.357798 -0.0726159 0.357954 -0.0725896 0.325218 -0.0660025 0.325145 -0.0659967 0.325277 -0.0659776 0.278453 -0.0565215 0.27842 -0.056514 0.278511 -0.0565067 0.198621 -0.0403288 0.198615 -0.0403322 0.198649 -0.0403198 
0.4 -129.178 47 -0.0500571 0.190667 -0.0500033 0.190578 -0.0501157 0.190764 -0.0701014 0.267018 -0.07007 0.266958 -0.0701599 0.267116 -0.0817218 0.311257 -0.0816941 0.311186 -0.0817771 0.31136 -0.0896226 0.341305 -0.089588 0.341207 -0.0896736 0.341391 -0.0959474 0.36538 -0.0958767 0.365108 -0.0959663 0.365304 -0.102113 0.390519 -0.102048 0.388708 -0.102148 0.388928 -0.101815 0.435826 -0.109345 0.421923 -0.109439 0.422191 0.0118705 0.511169 -0.101387 0.493645 -0.101383 0.49393 0.201241 0.160405 0.0228736 0.555092 0.022851 0.555322 0.0122953 0.510785 -0.101147 0.493173 -0.101193 0.493315 -0.101178 0.433651 -0.108759 0.419686 -0.108808 0.419874 -0.100711 0.385202 -0.100663 0.383392 -0.100725 0.383567 -0.093197 0.354928 -0.0931472 0.354672 -0.0932016 0.35483 -0.0845544 0.32204 -0.0845438 0.321965 -0.0845847 0.322095 -0.0723477 0.275598 -0.0723497 0.27557 -0.0723726 0.275656 -0.0515775 0.196547 -0.0515722 0.196539 -0.0515936 0.196573 
0.5 -129.177 50 -0.149434 -0.129409 -0.149351 -0.129341 -0.149521 -0.129488 -0.2093 -0.181274 -0.209251 -0.181223 -0.209386 -0.181353 -0.244058 -0.211391 -0.243999 -0.211344 -0.244149 -0.211463 -0.267812 -0.231982 -0.267723 -0.231913 -0.26788 -0.232036 -0.287251 -0.248763 -0.286924 -0.248559 -0.287095 -0.248693 -0.309772 -0.266125 -0.307 -0.265663 -0.3072 -0.265811 -0.360744 -0.276004 -0.341518 -0.288309 -0.341784 -0.288442 -0.424633 -0.151037 -0.433208 -0.289054 -0.43346 -0.289064 -0.0755282 -0.0791411 -0.482207 -0.140555 -0.482415 -0.140598 -0.424619 -0.150336 -0.433089 -0.288594 -0.433182 -0.288681 -0.359272 -0.27451 -0.339946 -0.28688 -0.340111 -0.286951 -0.305733 -0.262602 -0.302951 -0.262154 -0.303107 -0.262248 -0.279153 -0.241742 -0.278844 -0.241565 -0.278978 -0.24165 -0.252804 -0.218966 -0.252736 -0.218931 -0.252845 -0.218997 -0.216202 -0.187242 -0.216185 -0.187234 -0.216251 -0.187277 -0.154151 -0.133467 -0.154142 -0.13346 -0.154172 -0.133491 
0.6 -129.177 58 0.182702 -0.0772687 0.182628 -0.0772017 0.182794 -0.0773356 0.255989 -0.108228 0.255923 -0.108196 0.25608 -0.108293 0.298656 -0.126249 0.298594 -0.126209 0.298737 -0.126316 0.328067 -0.138675 0.327958 -0.138604 0.328108 -0.138717 0.352679 -0.14931 0.352287 -0.148903 0.352452 -0.14903 0.37979 -0.165507 0.37901 -0.161279 0.379194 -0.161441 0.397539 -0.218349 0.417913 -0.194485 0.418064 -0.194731 0.269633 -0.258852 0.423016 -0.30595 0.423032 -0.30614 0.303232 0.0550117 0.255945 -0.329725 0.255985 -0.329889 0.26885 -0.259305 0.422551 -0.306293 0.422672 -0.306323 0.395649 -0.217917 0.416112 -0.193907 0.416189 -0.194032 0.375005 -0.163544 0.374232 -0.159286 0.374348 -0.159409 0.342921 -0.145187 0.342556 -0.1448 0.342662 -0.144898 0.309833 -0.130977 0.309765 -0.130925 0.30985 -0.130999 0.264696 -0.111918 0.264675 -0.111913 0.264736 -0.111952 0.188603 -0.0797836 0.188596 -0.0797759 0.188634 -0.0797976 
0.7 -129.177 66 -0.0113264 0.198885 -0.0113698 0.198815 -0.0112851 0.198976 -0.0159117 0.278746 -0.0159287 0.278671 -0.0158757 0.278835 -0.0186014 0.325399 -0.0186201 0.325326 -0.0185652 0.325472 -0.0204427 0.357928 -0.0204912 0.357774 -0.0204312 0.357929 -0.0213845 0.38626 -0.0219349 0.385612 -0.0218631 0.385785 -0.0143009 0.420247 -0.0206188 0.419487 -0.0205026 0.419685 0.0359322 0.442477 0.00974608 0.474401 0.00995914 0.474538 0.0456038 0.322875 0.139214 0.477316 0.139323 0.477321 -0.206915 0.440377 0.127593 0.301553 0.127691 0.301558 0.046494 0.322243 0.14001 0.477093 0.139972 0.477233 0.0366113 0.440764 0.0102235 0.472818 0.010293 0.472873 -0.0138844 0.415327 -0.0202623 0.414567 -0.0201778 0.414682 -0.0207828 0.375858 -0.0213169 0.375228 -0.0212623 0.37534 -0.019313 0.338267 -0.0193443 0.338157 -0.0193121 0.338247 -0.0164675 0.288609 -0.0164624 0.288575 -0.0164527 0.288645 -0.0116917 0.205532 -0.0116963 0.205525 -0.0116842 0.205566 
0.8 -129.177 74 -0.174343 -0.0984139 -0.174289 -0.0984304 -0.174419 -0.0983979 -0.244437 -0.138013 -0.244366 -0.138017 -0.244511 -0.138007 -0.285567 -0.161274 -0.28549 -0.16127 -0.285614 -0.161267 -0.31473 -0.177644 -0.314523 -0.177667 -0.314655 -0.17766 -0.341875 -0.191061 -0.340898 -0.191877 -0.341051 -0.191862 -0.378824 -0.194652 -0.378803 -0.203728 -0.378985 -0.203657 -0.401986 -0.15191 -0.448321 -0.1763 -0.448406 -0.17613 -0.302754 -0.174758 -0.441266 -0.0326572 -0.441245 -0.0326347 -0.476026 -0.349292 -0.2697 -0.0855824 -0.269643 -0.0855712 -0.302486 -0.173592 -0.441509 -0.0315394 -0.441645 -0.0316398 -0.400989 -0.150347 -0.447514 -0.175002 -0.447522 -0.174995 -0.374905 -0.192121 -0.374874 -0.201298 -0.374964 -0.201252 -0.333017 -0.186018 -0.332042 -0.186827 -0.332139 -0.186816 -0.297701 -0.168019 -0.297533 -0.168027 -0.297614 -0.168036 -0.25351 -0.143123 -0.253463 -0.143111 -0.253533 -0.14313 -0.180409 -0.101827 -0.180402 -0.101826 -0.180439 -0.101826 
0.9 -129.177 81 0.166205 -0.113683 0.166198 -0.113651 0.166209 -0.11373 0.233157 -0.159456 0.23315 -0.159398 0.233174 -0.159504 0.272711 -0.186472 0.272683 -0.186399 0.272723 -0.186481 0.301098 -0.206201 0.301099 -0.205922 0.301137 -0.206008 0.325871 -0.227249 0.327157 -0.225884 0.327191 -0.225996 0.340436 -0.262741 0.352794 -0.264631 0.352758 -0.264772 0.309996 -0.284103 0.3269 -0.346227 0.326777 -0.346231 0.361129 -0.216054 0.175078 -0.321444 0.175132 -0.321385 0.451684 -0.413956 0.269873 -0.168228 0.269955 -0.168091 0.359957 -0.216282 0.173871 -0.322287 0.174014 -0.3224 0.308035 -0.284184 0.325265 -0.346588 0.325323 -0.346527 0.336565 -0.260696 0.34908 -0.262568 0.349063 -0.262609 0.317637 -0.221741 0.31893 -0.220354 0.318954 -0.220418 0.285086 -0.195276 0.285074 -0.195025 0.285119 -0.195078 0.24229 -0.16573 0.242271 -0.165675 0.242314 -0.165732 0.172255 -0.117829 0.172247 -0.117819 0.172259 -0.117849 
1 -129.178 89 0.0288715 0.200641 0.0288671 0.200621 0.0288833 0.200655 0.0405061 0.281613 0.0404699 0.281599 0.0405231 0.281638 0.0474411 0.329821 0.0473761 0.329771 0.0474049 0.329837 0.0532015 0.365367 0.0528139 0.365361 0.0528381 0.365428 0.0639999 0.398567 0.0622386 0.400626 0.062294 0.40069 0.0937135 0.423364 0.0991352 0.439154 0.0992147 0.439131 0.112175 0.409385 0.189271 0.412136 0.189174 0.412056 0.0830969 0.479364 0.140316 0.260086 0.14021 0.260191 0.27538 0.49065 0.0188397 0.391675 0.0186188 0.391849 0.0838369 0.478512 0.141758 0.259074 0.141831 0.259228 0.113414 0.407664 0.19091 0.410794 0.190773 0.410907 0.0939328 0.419262 0.0993364 0.435281 0.0993125 0.435274 0.0628587 0.389076 0.0610426 0.391159 0.0610637 0.391203 0.0505259 0.346401 0.0501471 0.346377 0.0501627 0.346448 0.0422559 0.293411 0.042199 0.293379 0.0422318 0.293436 0.0299825 0.208355 0.0299695 0.208342 0.0299934 0.208358 
