time energy SvN bondDim localEnergy 
0 -11.6814 0.11136 2 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 4 2 -0.417644 -0.365823 -0.375783 -0.374218 -0.374513 -0.374465 -0.374474 -0.374474 -0.374477 -0.374482 -0.374492 -0.37451 -0.374544 -0.374602 -0.374756 -0.374874 -0.374756 -0.374602 -0.374544 -0.37451 -0.374492 -0.374482 -0.374477 -0.374474 -0.374474 -0.374465 -0.374513 -0.374218 -0.375783 -0.365823 -0.417644 
0.1 -11.6814 0.111383 2 4 8 7 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 7 8 4 2 -0.417644 -0.365823 -0.375783 -0.374218 -0.374513 -0.374465 -0.374475 -0.374475 -0.374478 -0.374483 -0.374493 -0.374511 -0.374546 -0.374607 -0.374766 -0.374888 -0.374766 -0.374607 -0.374546 -0.374511 -0.374493 -0.374483 -0.374478 -0.374475 -0.374475 -0.374465 -0.374513 -0.374218 -0.375783 -0.365823 -0.417644 
0.2 -11.6817 0.111489 2 4 8 7 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 7 8 4 2 -0.417644 -0.365823 -0.375783 -0.374218 -0.374513 -0.374465 -0.374475 -0.374475 -0.374479 -0.374485 -0.374496 -0.374517 -0.374557 -0.374628 -0.37481 -0.37495 -0.37481 -0.374628 -0.374557 -0.374517 -0.374496 -0.374485 -0.374479 -0.374475 -0.374475 -0.374465 -0.374513 -0.374218 -0.375783 -0.365823 -0.417644 
0.3 -11.6823 0.111765 2 4 8 7 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 7 8 4 2 -0.417644 -0.365823 -0.375783 -0.374218 -0.374513 -0.374465 -0.374476 -0.374476 -0.374481 -0.374489 -0.374504 -0.374533 -0.374587 -0.374682 -0.374927 -0.375113 -0.374927 -0.374682 -0.374587 -0.374533 -0.374504 -0.374489 -0.374481 -0.374476 -0.374476 -0.374465 -0.374513 -0.374218 -0.375783 -0.365823 -0.417644 
0.4 -11.6836 0.112342 2 4 8 7 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 7 8 4 2 -0.417644 -0.365823 -0.375783 -0.374219 -0.374514 -0.374466 -0.374477 -0.374479 -0.374486 -0.374499 -0.374522 -0.374566 -0.374649 -0.374795 -0.375168 -0.375447 -0.375168 -0.374795 -0.374649 -0.374566 -0.374522 -0.374499 -0.374486 -0.374479 -0.374477 -0.374466 -0.374514 -0.374219 -0.375783 -0.365823 -0.417644 
0.5 -11.686 0.113412 2 4 8 7 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 7 8 7 8 4 2 -0.417644 -0.365823 -0.375784 -0.374219 -0.374514 -0.374468 -0.37448 -0.374484 -0.374496 -0.374517 -0.374556 -0.374629 -0.374764 -0.375005 -0.375606 -0.376051 -0.375606 -0.375005 -0.374764 -0.374629 -0.374556 -0.374517 -0.374496 -0.374484 -0.37448 -0.374468 -0.374514 -0.374219 -0.375784 -0.365823 -0.417644 
0.6 -11.6901 0.115255 2 4 8 7 8 7 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 7 8 7 8 4 2 -0.417644 -0.365824 -0.375784 -0.37422 -0.374516 -0.37447 -0.374485 -0.374494 -0.374513 -0.374549 -0.374615 -0.374738 -0.374965 -0.375366 -0.376338 -0.377049 -0.376338 -0.375366 -0.374965 -0.374738 -0.374615 -0.374549 -0.374513 -0.374494 -0.374485 -0.37447 -0.374516 -0.37422 -0.375784 -0.365824 -0.417644 
0.7 -11.6966 0.118262 2 4 8 7 8 7 8 8 8 8 8 8 8 7 8 8 8 7 8 8 8 8 8 8 8 7 8 7 8 4 2 -0.417644 -0.365824 -0.375785 -0.374221 -0.374518 -0.374475 -0.374493 -0.374509 -0.374542 -0.374603 -0.374716 -0.374923 -0.375299 -0.375951 -0.377482 -0.378583 -0.377482 -0.375951 -0.375299 -0.374923 -0.374716 -0.374603 -0.374542 -0.374509 -0.374493 -0.374475 -0.374518 -0.374221 -0.375785 -0.365824 -0.417644 
0.8 -11.7063 0.122956 2 4 8 7 8 7 8 8 8 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 7 8 7 8 4 2 -0.417645 -0.365825 -0.375786 -0.374223 -0.374522 -0.374483 -0.374507 -0.374536 -0.374591 -0.374694 -0.374882 -0.375224 -0.375835 -0.376857 -0.379154 -0.380773 -0.379154 -0.376857 -0.375835 -0.375224 -0.374882 -0.374694 -0.374591 -0.374536 -0.374507 -0.374483 -0.374522 -0.374223 -0.375786 -0.365825 -0.417645 
0.9 -11.7202 0.129962 2 4 8 7 8 7 8 8 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 7 8 7 8 4 2 -0.417646 -0.365826 -0.375788 -0.374227 -0.374529 -0.374495 -0.374531 -0.374579 -0.374671 -0.374841 -0.375151 -0.375704 -0.376662 -0.378188 -0.381424 -0.383654 -0.381424 -0.378188 -0.376662 -0.375704 -0.375151 -0.374841 -0.374671 -0.374579 -0.374531 -0.374495 -0.374529 -0.374227 -0.375788 -0.365826 -0.417645 
