time energy SvN bondDim localEnergy 
0 -6.23744 0.202295 2 4 8 8 8 8 7 7 7 8 8 8 8 4 2 -0.492191 -0.377405 -0.414695 -0.403685 -0.407893 -0.40739 -0.409792 -0.411343 -0.409792 -0.40739 -0.407893 -0.403685 -0.414695 -0.377405 -0.492191 
0.1 -6.23749 0.202328 2 4 8 6 7 7 7 7 7 7 7 6 8 4 2 -0.492191 -0.377405 -0.414695 -0.403686 -0.407895 -0.407394 -0.409801 -0.411355 -0.409801 -0.407394 -0.407895 -0.403686 -0.414695 -0.377405 -0.492191 
0.2 -6.23768 0.202458 2 4 8 6 7 7 7 7 7 7 7 6 8 4 2 -0.492192 -0.377406 -0.414698 -0.403691 -0.407904 -0.40741 -0.409836 -0.411404 -0.409836 -0.40741 -0.407904 -0.403691 -0.414698 -0.377406 -0.492192 
0.3 -6.2381 0.202754 2 4 8 6 7 7 7 7 7 7 7 6 8 4 2 -0.492194 -0.377409 -0.414704 -0.403702 -0.407925 -0.407447 -0.409914 -0.411512 -0.409914 -0.407447 -0.407925 -0.403702 -0.414704 -0.377409 -0.492194 
0.4 -6.23885 0.203277 2 4 8 6 7 7 7 7 7 7 7 6 8 4 2 -0.492198 -0.377415 -0.414716 -0.403723 -0.407962 -0.407513 -0.410049 -0.4117 -0.410049 -0.407513 -0.407962 -0.403723 -0.414716 -0.377415 -0.492198 
0.5 -6.24 0.204086 2 4 8 6 7 7 7 7 7 7 7 6 8 4 2 -0.492205 -0.377423 -0.414733 -0.403754 -0.40802 -0.407613 -0.410256 -0.411987 -0.410256 -0.407613 -0.40802 -0.403754 -0.414733 -0.377423 -0.492205 
0.6 -6.2416 0.205229 2 4 8 6 7 7 7 7 7 7 7 6 8 4 2 -0.492215 -0.377434 -0.414759 -0.403798 -0.408102 -0.407755 -0.410545 -0.412385 -0.410545 -0.407755 -0.408102 -0.403798 -0.414758 -0.377434 -0.492215 
0.7 -6.2437 0.206747 2 4 8 6 7 7 7 7 7 7 7 6 8 4 2 -0.492228 -0.377449 -0.414792 -0.403857 -0.40821 -0.407941 -0.410921 -0.412904 -0.410921 -0.407941 -0.40821 -0.403857 -0.414792 -0.377449 -0.492228 
0.8 -6.24633 0.208668 2 4 8 6 7 7 7 7 7 7 7 6 8 4 2 -0.492246 -0.377467 -0.414835 -0.403931 -0.408347 -0.408175 -0.411389 -0.413549 -0.411389 -0.408175 -0.408347 -0.403931 -0.414835 -0.377467 -0.492246 
0.9 -6.2495 0.211007 2 4 8 6 7 7 7 7 7 7 7 6 8 4 2 -0.492269 -0.377489 -0.414889 -0.404021 -0.408515 -0.408458 -0.411949 -0.414318 -0.411949 -0.408458 -0.408515 -0.404021 -0.414889 -0.377489 -0.492269 
1 -6.25319 0.213768 2 4 8 6 7 7 7 7 7 7 7 6 8 4 2 -0.492297 -0.377514 -0.414953 -0.404128 -0.408714 -0.40879 -0.412597 -0.415207 -0.412597 -0.40879 -0.408714 -0.404128 -0.414953 -0.377514 -0.492297 
1.1 -6.2574 0.216946 2 4 8 6 7 7 7 7 7 7 7 6 8 4 2 -0.492333 -0.377541 -0.415028 -0.404251 -0.408944 -0.40917 -0.413328 -0.416209 -0.413328 -0.40917 -0.408944 -0.404251 -0.415028 -0.377541 -0.492333 
1.2 -6.26208 0.220522 2 4 8 6 7 7 7 7 7 7 7 6 8 4 2 -0.492376 -0.377571 -0.415114 -0.40439 -0.409205 -0.409595 -0.414133 -0.417311 -0.414133 -0.409595 -0.409205 -0.40439 -0.415114 -0.377571 -0.492376 
1.3 -6.26719 0.224474 2 4 8 6 7 7 7 7 7 7 7 6 8 4 2 -0.492427 -0.377603 -0.415212 -0.404544 -0.409496 -0.410062 -0.415004 -0.418499 -0.415004 -0.410062 -0.409496 -0.404544 -0.415212 -0.377603 -0.492427 
1.4 -6.2727 0.228768 2 4 8 6 7 7 7 6 7 7 7 6 8 4 2 -0.492487 -0.377635 -0.415322 -0.404713 -0.409816 -0.410569 -0.415929 -0.419759 -0.415929 -0.410569 -0.409816 -0.404713 -0.415322 -0.377635 -0.492487 
1.5 -6.27856 0.23337 2 4 8 6 7 7 6 6 6 7 7 6 8 4 2 -0.492557 -0.377668 -0.415444 -0.404896 -0.410164 -0.411113 -0.416898 -0.421074 -0.416898 -0.411113 -0.410164 -0.404896 -0.415444 -0.377668 -0.492557 
1.6 -6.28471 0.238243 2 4 8 6 7 7 6 6 6 7 7 6 8 4 2 -0.492637 -0.377701 -0.415579 -0.405093 -0.41054 -0.411691 -0.417901 -0.422428 -0.417901 -0.411691 -0.41054 -0.405093 -0.415579 -0.377701 -0.492637 
1.7 -6.29113 0.243347 2 4 8 6 7 7 6 6 6 7 7 6 8 4 2 -0.492729 -0.377733 -0.415728 -0.405302 -0.410943 -0.4123 -0.418927 -0.423806 -0.418927 -0.4123 -0.410942 -0.405302 -0.415728 -0.377733 -0.492729 
1.8 -6.29777 0.248645 2 4 8 6 7 7 6 6 6 7 7 6 8 4 2 -0.492834 -0.377765 -0.415891 -0.405525 -0.411371 -0.412938 -0.419968 -0.425192 -0.419968 -0.412938 -0.411371 -0.405524 -0.415891 -0.377765 -0.492834 
1.9 -6.30461 0.254101 2 4 8 6 7 7 6 6 6 7 7 6 8 4 2 -0.492951 -0.377795 -0.416068 -0.40576 -0.411826 -0.413605 -0.421014 -0.426572 -0.421015 -0.413605 -0.411826 -0.40576 -0.416068 -0.377795 -0.492951 
