time energy maxBondDim localEnergy 
0 -6.91174 37 -0.654357 -0.293102 -0.568737 -0.334223 -0.544405 -0.348861 -0.535766 -0.352834 -0.535766 -0.348861 -0.544405 -0.334223 -0.568737 -0.293102 -0.654357 
0 -5.6903 8 -0.417644 -0.365823 -0.375783 -0.374215 -0.374523 -0.374354 -0.374958 -0.375702 -0.374958 -0.374354 -0.374523 -0.374215 -0.375783 -0.365823 -0.417644 
0.01 -5.6903 8 -0.417644 -0.365823 -0.375783 -0.374215 -0.374523 -0.374354 -0.374958 -0.375703 -0.374958 -0.374354 -0.374523 -0.374215 -0.375783 -0.365823 -0.417644 
0.02 -5.6903 8 -0.417644 -0.365823 -0.375783 -0.374215 -0.374523 -0.374354 -0.374959 -0.375703 -0.374959 -0.374354 -0.374523 -0.374215 -0.375783 -0.365823 -0.417644 
0.03 -5.6903 8 -0.417644 -0.365823 -0.375783 -0.374215 -0.374523 -0.374354 -0.374959 -0.375705 -0.374959 -0.374354 -0.374523 -0.374215 -0.375783 -0.365823 -0.417644 
0.04 -5.69031 8 -0.417644 -0.365823 -0.375783 -0.374215 -0.374522 -0.374353 -0.37496 -0.375707 -0.37496 -0.374353 -0.374522 -0.374215 -0.375783 -0.365823 -0.417644 
0.05 -5.69032 8 -0.417644 -0.365823 -0.375783 -0.374215 -0.374522 -0.374353 -0.374962 -0.375712 -0.374962 -0.374353 -0.374522 -0.374215 -0.375783 -0.365823 -0.417644 
0.06 -5.69033 8 -0.417644 -0.365823 -0.375783 -0.374215 -0.374522 -0.374352 -0.374965 -0.375719 -0.374965 -0.374352 -0.374522 -0.374215 -0.375783 -0.365823 -0.417644 
0.07 -5.69034 8 -0.417644 -0.365823 -0.375783 -0.374215 -0.374522 -0.374351 -0.374969 -0.375729 -0.374969 -0.374351 -0.374522 -0.374215 -0.375783 -0.365823 -0.417644 
0.08 -5.69037 8 -0.417644 -0.365823 -0.375783 -0.374215 -0.374522 -0.37435 -0.374975 -0.375743 -0.374975 -0.37435 -0.374522 -0.374215 -0.375783 -0.365823 -0.417644 
0.09 -5.6904 8 -0.417644 -0.365823 -0.375783 -0.374215 -0.374522 -0.374348 -0.374983 -0.375762 -0.374983 -0.374348 -0.374522 -0.374215 -0.375783 -0.365823 -0.417644 
0.1 -5.69044 8 -0.417644 -0.365823 -0.375783 -0.374215 -0.374522 -0.374346 -0.374994 -0.375786 -0.374994 -0.374346 -0.374522 -0.374215 -0.375783 -0.365823 -0.417644 
0.11 -5.69049 8 -0.417643 -0.365823 -0.375783 -0.374215 -0.374522 -0.374343 -0.375007 -0.375818 -0.375007 -0.374343 -0.374522 -0.374215 -0.375783 -0.365823 -0.417644 
0.12 -5.69056 8 -0.417643 -0.365823 -0.375783 -0.374215 -0.374522 -0.374339 -0.375024 -0.375857 -0.375024 -0.374339 -0.374522 -0.374215 -0.375783 -0.365823 -0.417644 
0.13 -5.69064 8 -0.417643 -0.365823 -0.375783 -0.374215 -0.374522 -0.374334 -0.375046 -0.375906 -0.375046 -0.374334 -0.374522 -0.374215 -0.375783 -0.365823 -0.417644 
0.14 -5.69074 8 -0.417643 -0.365823 -0.375783 -0.374215 -0.374521 -0.374328 -0.375072 -0.375965 -0.375072 -0.374328 -0.374521 -0.374215 -0.375783 -0.365823 -0.417644 
0.15 -5.69085 8 -0.417643 -0.365823 -0.375783 -0.374215 -0.374521 -0.37432 -0.375104 -0.376036 -0.375104 -0.37432 -0.374521 -0.374215 -0.375783 -0.365823 -0.417644 
0.16 -5.69099 8 -0.417643 -0.365823 -0.375783 -0.374215 -0.374521 -0.374311 -0.375142 -0.376118 -0.375142 -0.374311 -0.374521 -0.374215 -0.375783 -0.365823 -0.417644 
0.17 -5.69115 8 -0.417643 -0.365823 -0.375783 -0.374215 -0.37452 -0.3743 -0.375187 -0.376214 -0.375187 -0.3743 -0.37452 -0.374215 -0.375783 -0.365823 -0.417644 
0.18 -5.69134 8 -0.417643 -0.365823 -0.375783 -0.374214 -0.374519 -0.374287 -0.375239 -0.376322 -0.375239 -0.374287 -0.374519 -0.374214 -0.375783 -0.365823 -0.417644 
0.19 -5.69155 8 -0.417643 -0.365823 -0.375783 -0.374214 -0.374518 -0.374271 -0.375299 -0.376443 -0.375299 -0.374271 -0.374518 -0.374214 -0.375783 -0.365823 -0.417644 
0.2 -5.69178 8 -0.417643 -0.365823 -0.375783 -0.374214 -0.374517 -0.374253 -0.375367 -0.376578 -0.375367 -0.374253 -0.374517 -0.374214 -0.375783 -0.365823 -0.417644 
0.21 -5.69204 8 -0.417643 -0.365823 -0.375783 -0.374214 -0.374516 -0.374233 -0.375444 -0.376724 -0.375444 -0.374233 -0.374516 -0.374214 -0.375783 -0.365823 -0.417644 
0.22 -5.69231 8 -0.417643 -0.365823 -0.375783 -0.374214 -0.374515 -0.37421 -0.37553 -0.376881 -0.37553 -0.37421 -0.374515 -0.374214 -0.375783 -0.365823 -0.417644 
0.23 -5.69262 8 -0.417643 -0.365823 -0.375783 -0.374214 -0.374513 -0.374184 -0.375624 -0.377048 -0.375624 -0.374184 -0.374513 -0.374214 -0.375783 -0.365823 -0.417644 
0.24 -5.69294 8 -0.417643 -0.365823 -0.375783 -0.374214 -0.374511 -0.374155 -0.375728 -0.377224 -0.375727 -0.374155 -0.374511 -0.374214 -0.375783 -0.365822 -0.417644 
0.25 -5.69328 8 -0.417643 -0.365823 -0.375783 -0.374214 -0.374508 -0.374124 -0.37584 -0.377408 -0.37584 -0.374124 -0.374508 -0.374214 -0.375783 -0.365822 -0.417644 
0.26 -5.69363 8 -0.417643 -0.365823 -0.375783 -0.374214 -0.374504 -0.374091 -0.375961 -0.377599 -0.37596 -0.374091 -0.374504 -0.374214 -0.375783 -0.365822 -0.417644 
0.27 -5.69401 8 -0.417643 -0.365823 -0.375783 -0.374213 -0.3745 -0.374055 -0.37609 -0.377796 -0.37609 -0.374055 -0.3745 -0.374213 -0.375783 -0.365822 -0.417644 
0.28 -5.6944 8 -0.417643 -0.365823 -0.375783 -0.374213 -0.374495 -0.374018 -0.376227 -0.377999 -0.376227 -0.374018 -0.374495 -0.374213 -0.375783 -0.365822 -0.417644 
0.29 -5.69481 8 -0.417642 -0.365823 -0.375783 -0.374213 -0.37449 -0.37398 -0.376371 -0.378206 -0.376371 -0.37398 -0.37449 -0.374213 -0.375783 -0.365822 -0.417644 
0.3 -5.69523 8 -0.417642 -0.365823 -0.375783 -0.374212 -0.374483 -0.373942 -0.376522 -0.378418 -0.376522 -0.373942 -0.374483 -0.374212 -0.375783 -0.365822 -0.417644 
0.31 -5.69567 8 -0.417642 -0.365823 -0.375783 -0.374212 -0.374474 -0.373904 -0.376679 -0.378634 -0.376679 -0.373904 -0.374474 -0.374212 -0.375783 -0.365822 -0.417644 
0.32 -5.69612 8 -0.417642 -0.365823 -0.375783 -0.374211 -0.374464 -0.373868 -0.376841 -0.378855 -0.376841 -0.373868 -0.374464 -0.374211 -0.375783 -0.365822 -0.417644 
0.33 -5.69658 8 -0.417642 -0.365822 -0.375782 -0.374211 -0.374453 -0.373833 -0.377006 -0.379079 -0.377006 -0.373833 -0.374453 -0.374211 -0.375782 -0.365822 -0.417644 
0.34 -5.69705 8 -0.417642 -0.365822 -0.375782 -0.37421 -0.374439 -0.373801 -0.377174 -0.379306 -0.377174 -0.373801 -0.374439 -0.37421 -0.375782 -0.365822 -0.417644 
0.35 -5.69753 8 -0.417642 -0.365822 -0.375782 -0.374209 -0.374424 -0.373773 -0.377342 -0.379538 -0.377342 -0.373773 -0.374423 -0.374209 -0.375782 -0.365822 -0.417644 
0.36 -5.69801 8 -0.417642 -0.365822 -0.375782 -0.374208 -0.374405 -0.373749 -0.377511 -0.379773 -0.377511 -0.373749 -0.374405 -0.374208 -0.375782 -0.365822 -0.417644 
0.37 -5.6985 8 -0.417642 -0.365822 -0.375782 -0.374207 -0.374385 -0.37373 -0.377678 -0.38001 -0.377677 -0.37373 -0.374385 -0.374207 -0.375782 -0.365822 -0.417644 
0.38 -5.699 8 -0.417642 -0.365822 -0.375782 -0.374205 -0.374362 -0.373717 -0.377842 -0.380251 -0.377841 -0.373717 -0.374362 -0.374205 -0.375782 -0.365822 -0.417644 
0.39 -5.69949 8 -0.417642 -0.365822 -0.375782 -0.374203 -0.374336 -0.37371 -0.378002 -0.380494 -0.378002 -0.37371 -0.374336 -0.374203 -0.375782 -0.365822 -0.417644 
0.4 -5.69998 8 -0.417641 -0.365822 -0.375782 -0.374201 -0.374307 -0.373709 -0.378158 -0.38074 -0.378158 -0.373709 -0.374307 -0.374201 -0.375782 -0.365822 -0.417644 
0.41 -5.70048 8 -0.417641 -0.365822 -0.375782 -0.374198 -0.374276 -0.373716 -0.37831 -0.380987 -0.378309 -0.373716 -0.374276 -0.374198 -0.375782 -0.365822 -0.417644 
0.42 -5.70097 8 -0.417641 -0.365822 -0.375781 -0.374195 -0.374243 -0.373729 -0.378456 -0.381236 -0.378456 -0.373729 -0.374243 -0.374195 -0.375781 -0.365822 -0.417644 
0.43 -5.70147 8 -0.417641 -0.365822 -0.375781 -0.374191 -0.374207 -0.373749 -0.378598 -0.381487 -0.378598 -0.373749 -0.374207 -0.374191 -0.375781 -0.365822 -0.417644 
0.44 -5.70196 8 -0.417641 -0.365822 -0.375781 -0.374186 -0.37417 -0.373777 -0.378735 -0.381738 -0.378735 -0.373777 -0.37417 -0.374186 -0.375781 -0.365822 -0.417644 
0.45 -5.70246 8 -0.417641 -0.365822 -0.375781 -0.37418 -0.374131 -0.373811 -0.378868 -0.381991 -0.378868 -0.373811 -0.374131 -0.37418 -0.375781 -0.365821 -0.417644 
0.46 -5.70296 8 -0.417641 -0.365822 -0.37578 -0.374174 -0.374091 -0.373851 -0.378997 -0.382243 -0.378997 -0.373851 -0.374091 -0.374174 -0.37578 -0.365821 -0.417644 
0.47 -5.70346 8 -0.417641 -0.365822 -0.37578 -0.374166 -0.374052 -0.373897 -0.379123 -0.382497 -0.379123 -0.373897 -0.374052 -0.374166 -0.37578 -0.365821 -0.417644 
0.48 -5.70397 8 -0.417641 -0.365822 -0.375779 -0.374156 -0.374013 -0.373948 -0.379247 -0.38275 -0.379247 -0.373948 -0.374013 -0.374156 -0.375779 -0.365821 -0.417644 
0.49 -5.70447 8 -0.417641 -0.365822 -0.375779 -0.374145 -0.373975 -0.374004 -0.379369 -0.383003 -0.379368 -0.374004 -0.373975 -0.374145 -0.375779 -0.365821 -0.417644 
0.5 -5.70499 8 -0.41764 -0.365822 -0.375778 -0.374132 -0.37394 -0.374062 -0.379489 -0.383257 -0.379489 -0.374062 -0.37394 -0.374132 -0.375778 -0.365821 -0.417644 
0.51 -5.7055 8 -0.41764 -0.365822 -0.375777 -0.374118 -0.373908 -0.374122 -0.379608 -0.38351 -0.379608 -0.374122 -0.373908 -0.374118 -0.375777 -0.365821 -0.417644 
0.52 -5.70602 8 -0.41764 -0.365822 -0.375776 -0.3741 -0.37388 -0.374182 -0.379727 -0.383763 -0.379726 -0.374182 -0.37388 -0.3741 -0.375776 -0.365821 -0.417644 
0.53 -5.70654 8 -0.41764 -0.365822 -0.375775 -0.374081 -0.373856 -0.374241 -0.379845 -0.384016 -0.379844 -0.374241 -0.373856 -0.374081 -0.375775 -0.365821 -0.417644 
0.54 -5.70706 8 -0.41764 -0.365822 -0.375774 -0.374059 -0.373838 -0.374299 -0.379963 -0.384268 -0.379962 -0.374299 -0.373838 -0.374059 -0.375774 -0.365821 -0.417644 
0.55 -5.70757 8 -0.41764 -0.365822 -0.375772 -0.374034 -0.373825 -0.374353 -0.38008 -0.384519 -0.38008 -0.374353 -0.373825 -0.374034 -0.375772 -0.365821 -0.417644 
0.56 -5.70809 8 -0.41764 -0.365821 -0.37577 -0.374006 -0.373819 -0.374404 -0.380198 -0.384771 -0.380198 -0.374404 -0.373819 -0.374006 -0.37577 -0.36582 -0.417644 
0.57 -5.7086 8 -0.41764 -0.365821 -0.375767 -0.373976 -0.373819 -0.37445 -0.380316 -0.385021 -0.380316 -0.37445 -0.373819 -0.373976 -0.375767 -0.36582 -0.417644 
