time energy SvN bondDim localEnergy 
0 -4.73424 0.0309261 2 4 4 4 4 4 4 4 4 4 4 4 4 4 2 -0.322884 -0.314025 -0.314599 -0.314579 -0.31458 -0.31458 -0.31458 -0.31458 -0.31458 -0.31458 -0.31458 -0.314579 -0.314599 -0.314025 -0.322884 
0.1 -4.73424 0.0309266 2 4 4 4 4 4 4 4 4 4 4 4 4 4 2 -0.322885 -0.314025 -0.3146 -0.31458 -0.314581 -0.314581 -0.314581 -0.314581 -0.314581 -0.314581 -0.314581 -0.31458 -0.3146 -0.314025 -0.322884 
0.2 -4.73427 0.0309279 2 4 4 4 4 4 4 4 4 4 4 4 4 4 2 -0.322886 -0.314027 -0.314601 -0.314581 -0.314582 -0.314582 -0.314582 -0.314582 -0.314582 -0.314582 -0.314582 -0.314581 -0.314601 -0.314027 -0.322885 
0.3 -4.73429 0.0309292 2 4 4 4 4 4 4 4 4 4 4 4 4 4 2 -0.322888 -0.314028 -0.314603 -0.314583 -0.314584 -0.314584 -0.314584 -0.314584 -0.314584 -0.314584 -0.314584 -0.314583 -0.314603 -0.314028 -0.322886 
0.4 -4.7343 0.0309301 2 4 4 4 4 4 4 4 4 4 4 4 4 4 2 -0.322889 -0.314029 -0.314604 -0.314584 -0.314585 -0.314585 -0.314585 -0.314585 -0.314585 -0.314585 -0.314585 -0.314584 -0.314604 -0.314029 -0.322887 
0.5 -4.7343 0.0309299 2 4 4 4 4 4 4 4 4 4 4 4 4 4 2 -0.322889 -0.314029 -0.314604 -0.314583 -0.314585 -0.314585 -0.314585 -0.314585 -0.314585 -0.314585 -0.314585 -0.314583 -0.314604 -0.314029 -0.322887 
0.6 -4.73428 0.0309289 2 4 4 4 4 4 4 4 4 4 4 4 4 4 2 -0.322889 -0.314028 -0.314603 -0.314582 -0.314583 -0.314583 -0.314583 -0.314583 -0.314583 -0.314583 -0.314583 -0.314582 -0.314602 -0.314028 -0.322887 
0.7 -4.73426 0.0309276 2 4 4 4 4 4 4 4 4 4 4 4 4 4 2 -0.322887 -0.314026 -0.314601 -0.314581 -0.314582 -0.314582 -0.314582 -0.314582 -0.314582 -0.314582 -0.314582 -0.314581 -0.314601 -0.314026 -0.322886 
0.8 -4.73425 0.0309301 2 4 4 4 4 4 4 4 4 4 4 4 4 4 2 -0.322885 -0.314025 -0.3146 -0.314579 -0.314581 -0.31458 -0.314583 -0.314585 -0.314583 -0.31458 -0.314581 -0.314579 -0.3146 -0.314025 -0.322885 
0.9 -4.73468 0.0311261 2 4 4 4 4 4 4 4 4 4 4 4 4 4 2 -0.322884 -0.314025 -0.314599 -0.314579 -0.31458 -0.31457 -0.314692 -0.314822 -0.314692 -0.31457 -0.31458 -0.314579 -0.314599 -0.314025 -0.322884 
1 -4.74278 0.0367867 2 4 4 4 4 4 4 4 4 4 4 4 4 4 2 -0.322884 -0.314026 -0.3146 -0.31458 -0.314582 -0.314286 -0.317095 -0.318671 -0.317095 -0.314286 -0.314582 -0.31458 -0.3146 -0.314026 -0.322884 
1.1 -4.75492 0.0563949 2 4 4 4 4 4 4 4 4 4 4 4 4 4 2 -0.322885 -0.314027 -0.314602 -0.314581 -0.314586 -0.313271 -0.322801 -0.321408 -0.322802 -0.313271 -0.314586 -0.314581 -0.314602 -0.314027 -0.322885 
1.2 -4.77552 0.0904196 2 4 4 4 4 4 4 4 4 4 4 4 4 4 2 -0.322887 -0.314029 -0.314603 -0.314582 -0.314565 -0.31186 -0.332114 -0.326246 -0.332115 -0.31186 -0.314565 -0.314582 -0.314603 -0.314029 -0.322886 
1.3 -4.78877 0.133939 2 4 4 4 4 4 4 4 4 4 4 4 4 4 2 -0.322888 -0.314029 -0.314604 -0.31458 -0.314101 -0.313082 -0.334704 -0.332795 -0.334705 -0.313082 -0.314101 -0.31458 -0.314604 -0.314029 -0.322887 
1.4 -4.80448 0.183036 2 4 4 4 4 4 4 4 4 4 4 4 4 4 2 -0.322889 -0.314029 -0.314603 -0.314578 -0.31283 -0.318547 -0.334919 -0.339693 -0.33492 -0.318547 -0.31283 -0.314578 -0.314603 -0.314029 -0.322887 
1.5 -4.82631 0.234736 2 4 4 4 4 4 4 4 4 4 4 4 4 4 2 -0.322889 -0.314027 -0.3146 -0.31445 -0.312271 -0.325615 -0.336024 -0.346558 -0.336025 -0.325616 -0.312271 -0.31445 -0.3146 -0.314028 -0.322887 
1.6 -4.83736 0.286837 2 4 4 4 4 4 4 4 4 4 4 4 4 4 2 -0.322888 -0.314026 -0.314597 -0.313735 -0.314569 -0.324566 -0.337634 -0.353328 -0.337635 -0.324567 -0.314569 -0.313735 -0.314597 -0.314026 -0.322886 
1.7 -4.85591 0.337832 2 4 4 4 4 4 5 5 4 4 4 4 4 4 2 -0.322886 -0.314024 -0.314587 -0.312322 -0.32129 -0.323625 -0.339266 -0.359909 -0.339267 -0.323626 -0.32129 -0.312322 -0.314587 -0.314024 -0.322885 
1.8 -4.8737 0.386851 2 4 4 4 4 5 5 5 5 4 4 4 4 4 2 -0.322885 -0.314022 -0.314263 -0.313017 -0.325033 -0.323582 -0.340945 -0.366202 -0.340946 -0.323582 -0.325034 -0.313018 -0.314263 -0.314022 -0.322884 
1.9 -4.88721 0.433572 2 4 4 4 4 5 5 6 6 5 4 4 4 4 2 -0.322884 -0.314023 -0.313195 -0.31723 -0.323591 -0.323903 -0.342721 -0.372118 -0.342722 -0.323904 -0.323591 -0.31723 -0.313195 -0.314023 -0.322884 
2 -4.9086 0.478095 2 4 4 4 4 5 6 7 6 5 4 4 4 4 2 -0.322883 -0.313978 -0.311984 -0.324763 -0.322936 -0.324344 -0.344622 -0.377578 -0.344623 -0.324344 -0.322937 -0.324764 -0.311984 -0.313978 -0.322883 
2.1 -4.9207 0.520799 2 4 4 4 5 6 7 8 7 6 5 4 4 4 2 -0.322882 -0.313447 -0.313472 -0.324767 -0.322919 -0.32494 -0.346663 -0.382517 -0.346664 -0.32494 -0.322919 -0.324767 -0.313472 -0.313447 -0.322881 
2.2 -4.93736 0.562189 2 4 4 4 5 6 8 8 8 6 5 4 4 4 2 -0.322881 -0.312109 -0.319365 -0.323344 -0.322975 -0.325714 -0.348849 -0.386886 -0.348849 -0.325715 -0.322975 -0.323344 -0.319366 -0.312109 -0.32288 
2.3 -4.95879 0.602759 2 4 4 4 5 7 8 8 8 7 5 4 4 4 2 -0.322706 -0.311903 -0.325767 -0.322792 -0.323046 -0.326676 -0.351175 -0.390656 -0.351175 -0.326676 -0.323047 -0.322792 -0.325767 -0.311904 -0.322704 
2.4 -4.97021 0.642893 2 4 4 5 6 8 8 8 8 8 6 5 4 4 2 -0.321891 -0.314655 -0.324369 -0.322652 -0.323176 -0.327828 -0.353626 -0.393813 -0.353626 -0.327829 -0.323176 -0.322653 -0.324369 -0.314655 -0.321889 
2.5 -4.98958 0.682817 2 4 4 5 7 8 8 8 8 8 7 5 4 4 2 -0.32047 -0.321632 -0.323275 -0.322495 -0.323387 -0.329171 -0.356178 -0.396362 -0.356179 -0.329172 -0.323387 -0.322496 -0.323275 -0.321633 -0.320468 
