time energy SvN maxBondDim localEnergy 
0 -13.9973 0.721493 50 -0.65232 -0.295568 -0.563806 -0.340079 -0.535523 -0.359352 -0.52136 -0.369979 -0.513118 -0.376378 -0.5081 -0.380244 -0.505174 -0.382338 -0.503816 -0.383003 -0.503816 -0.382338 -0.505174 -0.380244 -0.5081 -0.376378 -0.513118 -0.369979 -0.52136 -0.359352 -0.535523 -0.340079 -0.563806 -0.295568 -0.65232 
0 -12.4329 0.0846082 12 -0.491956 -0.377379 -0.414348 -0.403257 -0.406916 -0.405777 -0.406178 -0.405959 -0.406311 -0.405279 -0.408296 -0.398448 -0.426074 -0.336843 -0.55525 0.0636793 -0.55525 -0.336843 -0.426074 -0.398448 -0.408296 -0.405279 -0.406311 -0.405959 -0.406178 -0.405777 -0.406916 -0.403257 -0.414348 -0.377379 -0.491956 
0.01 -12.4329 0.0846082 11 -0.491956 -0.377379 -0.414348 -0.403257 -0.406916 -0.405777 -0.406178 -0.405959 -0.406311 -0.405279 -0.408296 -0.398448 -0.426074 -0.336843 -0.55525 0.0636793 -0.55525 -0.336843 -0.426074 -0.398448 -0.408296 -0.405279 -0.406311 -0.405959 -0.406178 -0.405777 -0.406916 -0.403257 -0.414348 -0.377379 -0.491956 
0.02 -12.4329 0.0846082 11 -0.491956 -0.377379 -0.414348 -0.403257 -0.406916 -0.405777 -0.406178 -0.405959 -0.406311 -0.405279 -0.408296 -0.398448 -0.426074 -0.336843 -0.55525 0.063679 -0.55525 -0.336843 -0.426074 -0.398448 -0.408296 -0.405279 -0.406311 -0.405959 -0.406178 -0.405777 -0.406916 -0.403257 -0.414348 -0.377379 -0.491956 
0.03 -12.4329 0.0846082 11 -0.491956 -0.377379 -0.414348 -0.403257 -0.406916 -0.405777 -0.406178 -0.405959 -0.406311 -0.405279 -0.408296 -0.398448 -0.426074 -0.336843 -0.555251 0.0636782 -0.555251 -0.336843 -0.426074 -0.398448 -0.408296 -0.405279 -0.406311 -0.405959 -0.406178 -0.405777 -0.406916 -0.403257 -0.414348 -0.377379 -0.491956 
0.04 -12.4329 0.0846082 11 -0.491956 -0.377379 -0.414348 -0.403257 -0.406916 -0.405777 -0.406178 -0.405959 -0.406311 -0.405279 -0.408296 -0.398448 -0.426074 -0.336842 -0.555253 0.0636766 -0.555253 -0.336842 -0.426074 -0.398448 -0.408296 -0.405279 -0.406311 -0.405959 -0.406178 -0.405777 -0.406916 -0.403257 -0.414348 -0.377379 -0.491956 
0.05 -12.4329 0.0846082 11 -0.491956 -0.377379 -0.414348 -0.403257 -0.406916 -0.405777 -0.406178 -0.405959 -0.406311 -0.405279 -0.408296 -0.398448 -0.426074 -0.33684 -0.555256 0.0636737 -0.555256 -0.33684 -0.426074 -0.398448 -0.408296 -0.405279 -0.406311 -0.405959 -0.406178 -0.405777 -0.406916 -0.403257 -0.414348 -0.377379 -0.491956 
0.06 -12.4329 0.0846082 11 -0.491956 -0.377379 -0.414348 -0.403257 -0.406916 -0.405777 -0.406178 -0.405959 -0.406311 -0.405279 -0.408296 -0.398448 -0.426074 -0.336837 -0.555261 0.0636688 -0.555261 -0.336838 -0.426074 -0.398448 -0.408296 -0.405279 -0.406311 -0.405959 -0.406178 -0.405777 -0.406916 -0.403257 -0.414348 -0.377379 -0.491956 
0.07 -12.4329 0.0846082 11 -0.491956 -0.377379 -0.414348 -0.403257 -0.406916 -0.405777 -0.406178 -0.405959 -0.406311 -0.405279 -0.408296 -0.398448 -0.426074 -0.336833 -0.555268 0.0636611 -0.555268 -0.336833 -0.426074 -0.398448 -0.408296 -0.405279 -0.406311 -0.405959 -0.406178 -0.405777 -0.406916 -0.403257 -0.414348 -0.377379 -0.491956 
0.08 -12.4329 0.0846083 11 -0.491956 -0.377379 -0.414348 -0.403257 -0.406916 -0.405777 -0.406178 -0.405959 -0.406311 -0.405279 -0.408296 -0.398448 -0.426074 -0.336827 -0.555279 0.0636493 -0.555279 -0.336827 -0.426074 -0.398448 -0.408296 -0.405279 -0.406311 -0.405959 -0.406178 -0.405777 -0.406916 -0.403257 -0.414348 -0.377379 -0.491956 
0.09 -12.4329 0.0846083 11 -0.491956 -0.377379 -0.414348 -0.403257 -0.406916 -0.405777 -0.406178 -0.405959 -0.406311 -0.405279 -0.408296 -0.398448 -0.426074 -0.336818 -0.555294 0.0636323 -0.555294 -0.336818 -0.426074 -0.398448 -0.408296 -0.405279 -0.406311 -0.405959 -0.406178 -0.405777 -0.406916 -0.403257 -0.414348 -0.377379 -0.491956 
0.1 -12.433 0.0846084 11 -0.491956 -0.377379 -0.414348 -0.403257 -0.406916 -0.405777 -0.406178 -0.405959 -0.406311 -0.405279 -0.408296 -0.398448 -0.426074 -0.336805 -0.555314 0.0636084 -0.555314 -0.336805 -0.426074 -0.398448 -0.408296 -0.405279 -0.406311 -0.405959 -0.406178 -0.405777 -0.406916 -0.403257 -0.414348 -0.377379 -0.491956 
0.11 -12.433 0.0846085 11 -0.491956 -0.377379 -0.414348 -0.403257 -0.406916 -0.405777 -0.406178 -0.405959 -0.406311 -0.405279 -0.408296 -0.398448 -0.426074 -0.336787 -0.555339 0.0635762 -0.555339 -0.336787 -0.426074 -0.398448 -0.408296 -0.405279 -0.406311 -0.405959 -0.406178 -0.405777 -0.406916 -0.403257 -0.414348 -0.377379 -0.491956 
